PROVIDER_ID,PROVIDER_NAME,STATE,NUMBER_OF_SUBSTANTIATED_COMPLAINTS,PATIENT_COUNT_ON_1970_08_23,COMPLAINTS_PER_100_PATIENTS
065394,BRUCE MCCANDLESS CO STATE VETERANS NURSING HOME,CO,0,51,0.00
105621,NORTH CAMPUS REHABILITATION AND NURSING CENTER,FL,0,85,0.00
055049,PLEASANT HILL POST ACUTE,CA,0,47,0.00
105715,HAMPTON COURT NURSING AND REHABILITATION CENTER,FL,0,110,0.00
105628,REHABILITATION CENTER AT PARK PLACE,FL,0,102,0.00
265416,CLARK'S MOUNTAIN NURSING CENTER,MO,0,58,0.00
205139,MAINEGENERAL REHAB & LONG TERM CARE - GLENRIDGE,ME,0,115,0.00
305070,SAINT FRANCIS REHABILITATION AND NURSING CENTER,NH,0,47,0.00
105275,SOUTHERN PINES NURSING CENTER,FL,0,88,0.00
015326,"PARK MANOR HEALTH AND REHABILITATION, LLC",AL,0,142,0.00
105910,CORAL REEF SUBACUTE CARE CENTER LLC,FL,0,171,0.00
315457,LUTHERAN SOCIAL MINISTRIES CRANES MILL,NJ,0,35,0.00
555331,VALENCIA GARDENS HEALTH CARE CENTER,CA,0,48,0.00
225134,FOREMOST AT SHARON LLC,MA,0,52,0.00
185444,CAMBRIDGE NURSING & REHABILITATION CENTER,KY,0,104,0.00
335328,PALM GARDENS CENTER FOR NURSING AND REHABILITATION,NY,0,242,0.00
395768,MEADOWOOD,PA,0,53,0.00
396098,UPMC MAGEE-WOMENS HOSPITAL TCU,PA,0,22,0.00
015217,BIRMINGHAM NURSING AND REHABILITATION CTR LLC,AL,0,109,0.00
175503,THE PLAZA HEALTH SERVICES AT SANTA MARTA,KS,0,38,0.00
495191,BLAND COUNTY NURSING & REHAB CENTER,VA,0,54,0.00
155776,SPRINGHILL VILLAGE,IN,0,78,0.00
175564,CENTER AT WATERFRONT LLC,KS,0,63,0.00
155625,ARBOR GROVE VILLAGE,IN,0,75,0.00
125040,LIFE CARE CENTER OF HILO,HI,0,208,0.00
185311,SIGNATURE HEALTHCARE AT ROCKFORD REHAB & WELLNESS,KY,0,101,0.00
675666,BRIARCLIFF HEALTH CENTER OF GREENVILLE,TX,0,85,0.00
365947,OHMAN FAMILY LIVING AT HOLLY,OH,0,84,0.00
185187,GREENWOOD NURSING & REHABILITATION CENTER,KY,0,117,0.00
255168,MERIT HEALTH WESLEY,MS,0,24,0.00
155847,SILVER MEMORIES HEALTH CARE,IN,0,28,0.00
345104,ZEBULON REHABILITATION CENTER,NC,0,56,0.00
285273,PLAINVIEW MANOR,NE,0,28,0.00
465057,FOUR CORNERS REGIONAL CARE CENTER,UT,0,46,0.00
275035,MISSOULA HEALTH & REHABILITATION CENTER,MT,0,31,0.00
555927,PIH HEALTH GOOD SAMARITAN HOSPITAL D/P SNF,CA,0,50,0.00
435088,CENTERVILLE CARE AND REHAB CENTER INC,SD,0,41,0.00
445283,RAINBOW REHAB AND HEALTHCARE,TN,0,105,0.00
115358,TREUTLEN COUNTY HEALTH AND REHABILITATION,GA,0,48,0.00
495308,WATERVIEW HEALTH & REHAB CENTER,VA,0,116,0.00
305048,HILLSBOROUGH COUNTY NURSING HOME,NH,0,237,0.00
065174,STERLING REHABILITATION AND NURSING LLC,CO,0,56,0.00
395771,LAKESIDE AT WILLOW VALLEY,PA,0,74,0.00
155662,REHABILITATION CENTER AT HARTSFIELD VILLAGE,IN,0,103,0.00
335577,ELDERWOOD AT LANCASTER,NY,0,91,0.00
185392,WOODLAND OAKS,KY,0,104,0.00
165498,WESTHAVEN COMMUNITY,IA,0,54,0.00
025010,KETCHIKAN MED CTR NEW HORIZONS TRANSITIONAL CARE,AK,0,20,0.00
155600,MULBERRY HEALTH & REHABILITATION CENTER,IN,0,126,0.00
105655,"INN AT FREEDOM VILLAGE, THE",FL,0,92,0.00
105125,TERRACES OF LAKE WORTH CARE CENTER AND REHAB,FL,0,92,0.00
075263,AUTUMN LAKE HEALTHCARE AT CROMWELL,CT,0,152,0.00
505276,FRONTIER REHAB & EXTENDED CARE,WA,0,85,0.00
065395,"SUITES AT HOLLY CREEK CARE CENTER, THE",CO,0,23,0.00
155406,HICKORY CREEK AT PERU,IN,0,34,0.00
145704,APOSTOLIC CHRISTIAN HOME,IL,0,50,0.00
445277,STARR REGIONAL HEALTH & REHABILITATION,TN,0,62,0.00
175441,VILLAGE SHALOM INC,KS,0,66,0.00
055222,SPRINGS ROAD HEALTHCARE,CA,0,53,0.00
265255,CLINTON HEALTHCARE AND REHABILITATION CENTER,MO,0,70,0.00
315328,MAPLE GLEN CENTER,NJ,0,131,0.00
295026,GROVER C DILS MEDICAL CENTER SNF,NV,0,15,0.00
445447,MISSION CONVALESCENT HOME,TN,0,40,0.00
445378,WOODCREST AT BLAKEFORD,TN,0,55,0.00
155135,WESTVIEW NURSING AND REHABILITATION CENTER,IN,0,70,0.00
065144,GUNNISON VALLEY HEALTH SENIOR CARE CENTER,CO,0,26,0.00
155851,ORCHARD POINTE HEALTH CAMPUS,IN,0,47,0.00
335814,ELMHURST CARE CENTER INC,NY,0,229,0.00
365928,COURT HOUSE MANOR,OH,0,85,0.00
305075,"MOUNTAIN RIDGE CENTER, GENESIS HEALTHCARE",NH,0,80,0.00
335573,LOCKPORT REHAB & HEALTH CARE CENTER,NY,0,77,0.00
155358,MAJESTIC CARE OF DEMING PARK,IN,0,63,0.00
105827,FINNISH-AMERICAN VILLAGE,FL,0,41,0.00
515064,PLEASANT VALLEY HEALTHCARE CENTER,WV,0,98,0.00
035172,HAVEN OF SAFFORD,AZ,0,73,0.00
175511,MONTGOMERY PLACE NURSING CENTER,KS,0,36,0.00
155611,HOOSIER CHRISTIAN VILLAGE,IN,0,80,0.00
065410,COLUMBINE COMMONS HEALTH AND REHAB LLC,CO,0,57,0.00
255229,HOLLY SPRINGS REHABILITATION AND HEALTHCARE CENTER,MS,0,73,0.00
085009,WILLOWBROOKE COURT SKILLED CENTER  AT MANOR HOUSE,DE,0,7,0.00
165576,OSSIAN SENIOR HOSPICE,IA,0,40,0.00
515173,E.A. HAWSE HEALTHCARE CENTER,WV,0,51,0.00
395006,ST JOSEPH'S MANOR,PA,0,200,0.00
155319,CLINTON GARDENS,IN,0,62,0.00
195557,VALLEY VIEW HEALTH CARE FACILITY,LA,0,77,0.00
285116,CLARKSON COMMUNITY CARE CENTER INC,NE,0,29,0.00
05A147,MERCED BEHAVIORAL CENTER,CA,0,95,0.00
045445,LAKE HAMILTON HEALTH AND REHAB,AR,0,83,0.00
355059,MISSOURI SLOPE,ND,0,27,0.00
445359,SIGNATURE HEALTHCARE OF ROGERSVILLE,TN,0,83,0.00
335819,PARK AVENUE EXTENDED CARE FACILITY,NY,0,207,0.00
52A407,TREMPEALEAU CTY HCC IMD,WI,0,33,0.00
21E104,ST. JOSEPH'S  NURSING  HOME,MD,0,44,0.00
245624,ALLINA HEALTH RESTORATIVE SUITES,MN,0,42,0.00
195596,MARY GOSS NURSING HOME,LA,0,38,0.00
155262,"WATERS OF SULLIVAN NURSING FACILITY, THE",IN,0,53,0.00
115772,MESUN HEALTH AND REHABILITATION CENTER,GA,0,92,0.00
265828,AVALON GARDEN,MO,0,56,0.00
105305,FAIRWAY OAKS CENTER,FL,0,106,0.00
225564,LIFE CARE CENTER OF ATTLEBORO,MA,0,119,0.00
165240,GOOD SAMARITAN SOCIETY - WAUKON,IA,0,51,0.00
676473,CARADAY OF LAMPASAS,TX,0,56,0.00
015153,ARLINGTON REHABILITATION & HEALTHCARE CENTER,AL,0,90,0.00
445537,"CHRISTIAN CARE CENTER OF BOLIVAR, LLC",TN,0,59,0.00
45E409,JOHN PAUL II NURSING HOME,TX,0,36,0.00
245396,CURA OF MELROSE,MN,0,60,0.00
435020,AVANTARA HURON,SD,0,69,0.00
366012,COUNTRY MEADOW REHABILITATION AND NURSING CENTER,OH,0,39,0.00
056245,CALIFORNIA PACIFIC MEDICAL CTR- DAVIES CAMPUS HOSP,CA,0,30,0.00
106013,CHATSWORTH AT PGA NATIONAL,FL,0,47,0.00
205184,MAINE VETERANS HOME - SO PARIS,ME,0,51,0.00
225281,SKILLED NURSING FACILITY AT NORTH HILL (THE),MA,0,69,0.00
245243,AVERA GRANITE FALLS CARE CENTER,MN,0,47,0.00
105744,REGENCY OAKS HEALTH CENTER,FL,0,56,0.00
14E264,AVENUES AT LITCHFIELD,IL,0,63,0.00
045414,OZARK HEALTH NURSING AND REHAB  CENTER,AR,0,73,0.00
315199,IMPERIAL CARE CENTER,NJ,0,85,0.00
215177,AUTUMN LAKE HEALTHCARE AT CHERRY LANE,MD,0,150,0.00
275135,DISCOVERY CARE CENTRE LTD,MT,0,43,0.00
335751,HIGHBRIDGE WOODYCREST CENTER,NY,0,88,0.00
445433,AHAVA HEALTHCARE OF CLARKSVILLE,TN,0,113,0.00
185465,BRECKINRIDGE PLACE,KY,0,22,0.00
555924,BETHEL LUTHERAN HOME,CA,0,57,0.00
675989,BRAZOS VALLEY CARE HOME,TX,0,40,0.00
395103,"ELAN SKILLED NURSING AND REHAB, A JEWISH SENIOR LI",PA,0,135,0.00
425096,VALLEY FALLS TERRACE,SC,0,85,0.00
375378,SOUTHERN OAKS CARE CENTER,OK,0,35,0.00
345530,PENN NURSING CENTER,NC,0,70,0.00
315233,AUTUMN LAKE HEALTHCARE AT VINELAND,NJ,0,168,0.00
215217,NORTHAMPTON MANOR NURSING AND REHABILITATION CENTE,MD,0,115,0.00
275136,MADISON VALLEY MANOR,MT,0,21,0.00
365246,VAN WERT MANOR,OH,0,59,0.00
265496,PUXICO NURSING AND REHABILITATION CENTER,MO,0,37,0.00
435074,GOOD SAMARITAN SOCIETY DE SMET,SD,0,33,0.00
555758,NEW BETHANY SKILLED NURSING,CA,0,26,0.00
675868,HEREFORD NURSING & REHABILITATION,TX,0,48,0.00
365956,KENDAL AT OBERLIN,OH,0,4,0.00
045168,"JOHNSON COUNTY HEALTH AND REHAB, LLC",AR,0,108,0.00
445519,NHC PLACE SUMNER,TN,0,91,0.00
245281,VALLEY CARE AND REHAB LLC,MN,0,28,0.00
555227,VILLA MARIN,CA,0,13,0.00
265873,UNION NURSING,MO,0,54,0.00
445388,GENERATIONS CENTER OF SPENCER,TN,0,71,0.00
315262,HARROGATE,NJ,0,57,0.00
335250,HIGHFIELD GARDENS CARE CENTER OF GREAT NECK,NY,0,197,0.00
425413,SPRENGER HEALTH CARE OF PORT ROYAL,SC,0,45,0.00
275106,INTERMOUNTAIN HEALTH HOLY ROSARY HOSPITAL,MT,0,44,0.00
425064,OAKHAVEN NURSING CENTER,SC,0,76,0.00
525611,PORTAGE CTY HLTH CARE CTR,WI,0,21,0.00
676049,LEGEND HEALTHCARE AND REHABILITATION - PARIS,TX,0,74,0.00
345386,WILKES REGIONAL MEDICAL CTR SN,NC,0,8,0.00
335705,ELLIS RESIDENTIAL & REHABILITATION CENTER,NY,0,59,0.00
05A340,CRESTWOOD MANOR - 104,CA,0,181,0.00
105554,WATERFORD NURSING AND REHABILITATION CENTER,FL,0,199,0.00
686123,KENDALL LAKES HEALTHCARE AND REHAB CENTER,FL,0,131,0.00
245620,MN VETERANS HOME MINNEAPOLIS,MN,0,275,0.00
25A197,JNH-JAQUITH INN,MS,0,40,0.00
115608,PRUITTHEALTH - OCILLA,GA,0,58,0.00
315291,AVALON REHAB AND CARE CENTER,NJ,0,121,0.00
395797,LANDIS HOMES,PA,0,101,0.00
395966,UPMC NORTHWEST TRANSITIONAL CARE UNIT,PA,0,15,0.00
345343,GOLDSBORO REHABILITATION AND HEALTHCARE CENTER,NC,0,128,0.00
285093,EMERALD NURSING & REHAB COZAD,NE,0,43,0.00
045449,"CRESTPARK MARIANNA, L L C",AR,0,51,0.00
055298,FALLBROOK SKILLED NURSING,CA,0,75,0.00
225531,SUDBURY PINES EXTENDED CARE,MA,0,86,0.00
515080,HAMPSHIRE MEMORIAL HOSPITAL,WV,0,26,0.00
015120,"NHC HEALTHCARE, ANNISTON",AL,0,126,0.00
425375,WILLOW BROOKE COURT AT PARK POINTE VILLAGE,SC,0,18,0.00
475044,PINES REHAB & HEALTH CTR,VT,0,47,0.00
52A461,CLEARVIEW BRAIN INJURY CENTER,WI,0,15,0.00
366194,BENNINGTON GLEN NURSING & REHA,OH,0,70,0.00
676307,OAK VILLAGE HEALTHCARE,TX,0,46,0.00
265678,BERTRAND NURSING AND REHAB CENTER,MO,0,49,0.00
145673,APOSTOLIC CHRISTIAN HOME OF EUREKA,IL,0,84,0.00
495165,SHENANDOAH VALLEY WESTMINSTER CANTERBURY,VA,0,46,0.00
215039,CITIZENS CARE CENTER,MD,0,114,0.00
335847,HOPKINS CENTER FOR REHABILITATION AND HEALTHCARE,NY,0,290,0.00
555611,MORTON BAKAR CENTER,CA,0,91,0.00
315056,JERSEY SHORE POST ACUTE REHABILITATION AND NURSING,NJ,0,89,0.00
525701,DOVE HEALTHCARE - SOUTH EAU CLAIRE,WI,0,47,0.00
385172,THE DALLES HEALTH & REHABILITATION CENTER,OR,0,33,0.00
055188,BROOKSIDE SKILLED NURSING HOSPITAL,CA,0,70,0.00
675181,CARRIAGE HOUSE MANOR,TX,0,85,0.00
235648,IHM SENIOR LIVING COMMUNITY,MI,0,52,0.00
075271,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",CT,0,83,0.00
225417,ARMENIAN NURSING & REHABILITATION CENTER,MA,0,76,0.00
375322,PARKHILL NORTH NURSING HOME,OK,0,36,0.00
265583,FARMINGTON PRESBYTERIAN MANOR,MO,0,69,0.00
045464,AMBERWOOD HEALTH AND REHABILITATION,AR,0,92,0.00
675095,HALLETTSVILLE NURSING AND REHABILITATION,TX,0,81,0.00
465178,STONEHENGE OF AMERICAN FORK,UT,0,77,0.00
225491,SHREWSBURY REHABILITATION AND NURSING AT SOUTHGATE,MA,0,92,0.00
17E242,COMMUNITY HOSPITAL ONAGA LTCU,KS,0,19,0.00
185325,CAL TURNER REHAB AND SPECIALTY CARE,KY,0,98,0.00
075240,COMPLETE CARE AT GLENDALE,CT,0,116,0.00
395406,LUTHER ACRES MANOR,PA,0,82,0.00
25E115,OAK GROVE RETIREMENT HOME,MS,0,57,0.00
445525,NHC PLACE AT THE TRACE,TN,0,85,0.00
105861,NURSING & REHABILITATION CENTER OF MELBOURNE,FL,0,160,0.00
165379,EDGEWOOD CONVALESCENT HOME,IA,0,45,0.00
225770,BRIGHTON REHABILITATION AND  NURSING CENTER,MA,0,75,0.00
185057,SUNRISE MANOR NURSING HOME,KY,0,121,0.00
215215,AUTUMN LAKE HEALTHCARE AT ALICE MANOR,MD,0,93,0.00
215096,COMPLETE CARE AT MULTI MEDICAL CENTER LLC,MD,0,112,0.00
295001,LEFA SERAN SNF,NV,0,23,0.00
205168,ORCHARD PARK REHAB & LIVING,ME,0,30,0.00
25A233,"BAPTIST NURSING HOME-CALHOUN, INC",MS,0,102,0.00
315509,ROOSEVELT CARE CENTER AT OLD BRIDGE,NJ,0,177,0.00
185147,CHRISTIAN HEALTH CENTER,KY,0,91,0.00
115618,EAGLE HEALTH & REHABILITATION,GA,0,41,0.00
455822,WINDSOR NURSING AND REHABILITATION CENTER OF HARLI,TX,0,110,0.00
135064,COUNTRYSIDE CARE & REHABILITATION,ID,0,28,0.00
375385,PARKLAND MANOR LIVING CENTER,OK,0,20,0.00
215233,STERLING CARE RIVERSIDE,MD,0,107,0.00
45E947,COLDWATER MANOR,TX,0,18,0.00
445429,AHC MCKENZIE,TN,0,71,0.00
676219,WINDCREST HEALTH & REHABILITATION,TX,0,109,0.00
175446,HALSTEAD HEALTH AND REHABILITATION CENTER,KS,0,40,0.00
505303,REGENCY OMAK,WA,0,44,0.00
365668,NORWALK MEMORIAL HOME,OH,0,58,0.00
675620,BEAUMONT NURSING AND REHABILITATION,TX,0,47,0.00
335789,TACONIC REHABILITATION AND NURSING AT HOPEWELL,NY,0,136,0.00
255344,QUITMAN COUNTY HEALTH & REHAB LLC,MS,0,43,0.00
056151,"GREENFIELD CARE CENTER OF FULLERTON, LLC",CA,0,87,0.00
49E131,SW VA M H INST GERI TRT CTR,VA,0,17,0.00
245475,PARKVIEW HOME,MN,0,19,0.00
015049,EASTERN SHORE REHABILITATION AND HEALTH CENTER,AL,0,99,0.00
315482,CAREONE AT MOORESTOWN,NJ,0,56,0.00
355102,WENTZ LIVING CENTER,ND,0,32,0.00
495353,HERITAGE HALL-BLACKSTONE,VA,0,149,0.00
495332,RIVERSIDE LIFELONG HEALTH & REHAB SMITHFIELD,VA,0,30,0.00
165463,CRESTVIEW NURSING & REHAB,IA,0,58,0.00
335805,DR SUSAN SMITH MCKINNEY NURSING AND REHAB CENTER,NY,0,309,0.00
185273,"OWSLEY COUNTY HEALTH CARE CENTER, INC",KY,0,70,0.00
265205,CEDARGATE HEALTHCARE,MO,0,54,0.00
25A389,WEBSTER HEALTH SERVICES NURSING FACILTY,MS,0,34,0.00
335285,PINE VALLEY CENTER FOR REHABILITATION AND NURSING,NY,0,160,0.00
475023,PINE HEIGHTS AT BRATTLEBORO CENTER FOR NURSING & R,VT,0,78,0.00
155632,LODGE OF THE WABASH,IN,0,53,0.00
275100,MONTANA VETERANS HOME N H,MT,0,61,0.00
115771,CAMBRIDGE POST ACUTE CARE CENTER,GA,0,128,0.00
015222,FAIRHOPE HEALTH & REHAB,AL,0,82,0.00
375412,"IGNITE MEDICAL RESORT OKC, LLC",OK,0,74,0.00
676365,WILLOW PARK REHABILITATION AND CARE CENTER,TX,0,79,0.00
215192,FUTURE CARE CHERRYWOOD,MD,0,144,0.00
215272,MONTGOMERY VILLAGE  CARE CENTER,MD,0,149,0.00
185225,ROSEDALE GREEN,KY,0,148,0.00
155102,MILLER'S MERRY MANOR,IN,0,73,0.00
395939,COMPLETE CARE AT LEHIGH LLC,PA,0,126,0.00
245588,ST WILLIAMS LIVING CENTER,MN,0,43,0.00
106100,UNIVERSITY HEALTH AND REHABILITATION CENTER,FL,0,135,0.00
495400,THE CULPEPER,VA,0,40,0.00
395410,QUALITY LIFE SERVICES - SUGAR CREEK,PA,0,108,0.00
675832,RISING STAR NURSING CENTER,TX,0,30,0.00
215060,"REGENCY CARE OF SILVER SPRING, LLC",MD,0,75,0.00
305065,APPLEWOOD CENTER,NH,0,70,0.00
675923,MARBRIDGE VILLA,TX,0,82,0.00
505430,REGENCY HARMONY HOUSE REHAB & NURSING,WA,0,43,0.00
245370,ECUMEN NORTH BRANCH,MN,0,44,0.00
065303,BETH ISRAEL AT SHALOM PARK,CO,0,134,0.00
025028,CORDOVA COMMUNITY MED LTC,AK,0,8,0.00
065416,"CENTER AT NORTHRIDGE, LLC, THE",CO,0,95,0.00
375206,LINDSAY NURSING & REHAB,OK,0,59,0.00
245447,SACRED HEART CARE CENTER,MN,0,51,0.00
106155,VICTORIA CROSSING REHABILITATION CENTER,FL,0,46,0.00
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,NY,0,246,0.00
445076,"NHC HEALTHCARE, MCMINNVILLE",TN,0,108,0.00
45F497,HANSFORD MANOR,TX,0,49,0.00
675320,ANDERSON NURSING CENTER,TX,0,32,0.00
105538,HARBOUR HEALTH CENTER,FL,0,81,0.00
28A065,CARL T CURTIS HEALTH EDUCATION CENTER NURSING HOME,NE,0,21,0.00
245535,JOURDAIN PERPICH EXT CARE FAC,MN,0,23,0.00
115308,"PLACE AT MARTINEZ, THE",GA,0,76,0.00
335130,THE GRAND REHABILITATION AND NURSING AT QUEENS,NY,0,168,0.00
245592,OAKLAND PARK NURSING HOME,MN,0,34,0.00
155143,MAJESTIC CARE OF TERRE HAUTE,IN,0,74,0.00
335621,UNITED HEBREW GERIATRIC CENTER,NY,0,175,0.00
675866,STEPHENVILLE NURSING AND REHABILITATION,TX,0,35,0.00
205131,EDGEWOOD REHAB & LIVING CTR,ME,0,27,0.00
285272,HARVARD REST HAVEN,NE,0,23,0.00
425306,PRUITTHEALTH - PICKENS,SC,0,35,0.00
555919,IMPERIAL MANOR,CA,0,31,0.00
255281,LANDMARK OF DESOTO,MS,0,59,0.00
105526,"TERRACE AT BISHOP'S GLEN, THE",FL,0,58,0.00
106048,PRUITTHEALTH - SANTA ROSA,FL,0,106,0.00
425109,NHC HEALTHCARE - SUMTER,SC,0,118,0.00
06A185,SOUTHEAST COLORADO HOSPITAL LTC,CO,0,33,0.00
185265,GRANT HEALTHCARE AND REHABILITATION,KY,0,86,0.00
065393,ADVANCED HEALTH CARE OF AURORA,CO,0,53,0.00
155561,GOOD SAMARITAN HOME & REHABILITATIVE CENTER,IN,0,73,0.00
335853,JOHN T MATHER MEMORIAL HOSP T C U,NY,0,14,0.00
146107,VI AT THE GLEN,IL,0,40,0.00
225666,LIFE CARE CENTER OF PLYMOUTH,MA,0,126,0.00
255283,VAIDEN COMMUNITY LIVING CENTER,MS,0,60,0.00
335436,JAMAICA HOSPITAL NURSING HOME CO INC,NY,0,229,0.00
675291,CROSBYTON NURSING AND REHABILITATION CENTER,TX,0,26,0.00
155352,ELKHART MEADOWS,IN,0,52,0.00
345180,WESLEY PINES RETIREMENT COMM,NC,0,57,0.00
335125,SPRING CREEK REHABILITATION & NURSING CARE CENTER,NY,0,187,0.00
225773,LINDEN PONDS,MA,0,64,0.00
435059,AVANTARA LAKE NORDEN,SD,0,44,0.00
235592,HURON WOODS NURSING CENTER,MI,0,48,0.00
365480,RESIDENCE AT SALEM WOODS,OH,0,90,0.00
225315,"HIGHLANDS, THE",MA,0,155,0.00
525512,SKAALEN NURSING AND REHABILITATION CENTER,WI,0,48,0.00
365945,CRYSTAL CARE CENTER OF MANSFIE,OH,0,64,0.00
425090,MAGNOLIA MANOR - GREENVILLE,SC,0,86,0.00
245451,FAIRWAY VIEW NEIGHBORHOODS,MN,0,49,0.00
365014,BRETHREN RETIREMENT COMMUNITY,OH,0,76,0.00
676111,THE BUCKINGHAM,TX,0,94,0.00
165539,MARIAN HOME,IA,0,76,0.00
676123,FAIRFIELD NURSING & REHABILITATION CENTER,TX,0,76,0.00
155228,WILLOWS OF RICHMOND,IN,0,55,0.00
185275,SIGNATURE HEALTHCARE OF HARTFORD REHAB & WELLNESS,KY,0,86,0.00
25A174,YALOBUSHA COUNTY NURSING HOME,MS,0,81,0.00
185039,HIGHLANDS NURSING AND REHABILITATION,KY,0,148,0.00
515107,UNITED TRANSITIONAL CARE CENTER,WV,0,30,0.00
425326,HALLMARK HEALTHCARE CENTER,SC,0,82,0.00
115604,BROWN'S HEALTH & REHAB CENTER,GA,0,58,0.00
305043,WARDE HEALTH CENTER,NH,0,31,0.00
255299,VINEYARD COURT NURSING CENTER,MS,0,48,0.00
235179,CHRISTIAN PARK VILLAGE,MI,0,55,0.00
185150,KNOTT COUNTY HEALTH AND REHABILITATION CENTER,KY,0,91,0.00
265574,MONROE CITY MANOR CARE CENTER,MO,0,55,0.00
225431,BEAR MOUNTAIN AT READING,MA,0,74,0.00
395672,"LECOM AT VILLAGE SQUARE, LLC",PA,0,73,0.00
366124,OHMAN FAMILY LIVING AT BLOSSOM,OH,0,43,0.00
365817,SAMARITAN CARE CENTER AND VILLA,OH,0,42,0.00
445320,ELK RIVER HEALTH & REHABILITATION OF FAYETTEVILLE,TN,0,54,0.00
015203,ATTALLA HEALTH AND REHAB,AL,0,108,0.00
185440,VILLAGE CARE CENTER,KY,0,89,0.00
165030,OAKNOLL RETIREMENT RESIDENCE,IA,0,58,0.00
525433,NEIGHBORS - CENTRAL NEIGHBORHOOD (THE),WI,0,22,0.00
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,NY,0,188,0.00
225444,BLUE HILLS HEALTH AND REHABILITATION CENTER,MA,0,59,0.00
355058,BAPTIST HEALTH & REHAB,ND,0,138,0.00
075440,"SPRINGS AT WATERMARK 3030 PARK, THE",CT,0,18,0.00
065409,CONTINUING CARE AT WIND CREST,CO,0,43,0.00
115534,AZALEALAND NURSING HOME,GA,0,76,0.00
495428,AUGUST HEALTHCARE AT RICHMOND,VA,0,30,0.00
175487,HOMESTEAD HEALTH CENTER,KS,0,42,0.00
305079,VILLA CREST NURSING AND RETIREMENT CENTER,NH,0,122,0.00
355092,HILL TOP HOME OF COMFORT INC,ND,0,58,0.00
015461,LEGACY HEALTH AND REHABILITATION OF PLEASANT GROVE,AL,0,128,0.00
315419,N J EASTERN STAR HOME,NJ,0,70,0.00
215143,COMPLETE CARE AT SEVERNA PARK LLC,MD,0,121,0.00
495177,COMMUNITY MEMORIAL HOSPITAL HUNDLEY CENTER,VA,0,84,0.00
675035,EVERGREEN HEALTHCARE CENTER,TX,0,35,0.00
555522,COMMUNITY HOSPITAL OF SAN BERNARDINO DP SNF,CA,0,85,0.00
385162,AVAMERE REHABILITATION OF NEWPORT,OR,0,37,0.00
245402,GLENWOOD VILLAGE CARE CENTER,MN,0,57,0.00
555207,PINERS NURSING HOME,CA,0,35,0.00
495305,COLISEUM NURSING AND REHABILITATION CENTER,VA,0,139,0.00
295078,HIGHLAND MANOR OF ELKO REHABILITATION LLC,NV,0,83,0.00
075387,AUTUMN LAKE HEALTHCARE AT NORWALK,CT,0,137,0.00
335132,PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,NY,0,484,0.00
455954,PECAN CREEK HEALTHCARE CENTER,TX,0,27,0.00
165792,MOUNT CARMEL BLUFFS,IA,0,51,0.00
385251,AVAMERE REHABILITATION OF HILLSBORO,OR,0,66,0.00
215189,AUTUMN LAKE HEALTHCARE AT CALVERT MANOR,MD,0,137,0.00
335067,APEX REHABILITATION & CARE CENTER,NY,0,180,0.00
675428,PLEASANTON SOUTH NURSING AND REHABILITATION,TX,0,57,0.00
365776,COUNTRY VIEW OF SUNBURY,OH,0,89,0.00
105666,LANIER REHABILITATION CENTER,FL,0,103,0.00
155605,GRAND VALLEY HEALTH & REHAB,IN,0,91,0.00
425380,LAKES AT LITCHFIELD,SC,0,17,0.00
175426,CRESTVIEW NURSING & RESIDENTIAL LIVING,KS,0,22,0.00
065391,COLORADO VETERANS COMMUNITY LIVING CTR AT HOMELAKE,CO,0,38,0.00
555790,CEDAR CREST NURSING AND REHABILITATION CENTER,CA,0,85,0.00
115726,MEADOWS PARK HEALTH AND REHABILITATION,GA,0,67,0.00
175305,LAWRENCE PRESBYTERIAN MANOR,KS,0,35,0.00
155177,WESTMINSTER VILLAGE - WEST LAFAYETTE,IN,0,59,0.00
315091,BIRCHWOOD REHABILITATION AND HEALTHCARE CENTER,NJ,0,179,0.00
505401,ARCADIA MEDICAL RESORT OF PARKSIDE,WA,0,51,0.00
265661,ST LUKE'S NURSING AND REHABILITATION,MO,0,80,0.00
335435,JENNIE B RICHMOND CHAFFEE NURSING HOME COMPANY INC,NY,0,35,0.00
185298,MOUNTAIN RIDGE HEALTH AND REHABILITATION,KY,0,55,0.00
445130,"NHC HEALTHCARE, SPARTA",TN,0,91,0.00
115533,PRUITTHEALTH - SWAINSBORO,GA,0,76,0.00
395614,ROLLING HILLS HEALTHCARE AND REHABILITATION CENTER,PA,0,54,0.00
115466,AUTUMN LANE HEALTH AND REHABILITATION,GA,0,85,0.00
465153,STONEHENGE OF CEDAR CITY,UT,0,43,0.00
335769,EDNA TINA WILSON LIVING CENTER,NY,0,120,0.00
115478,RIDGECREST REHAB & SKILLED NURSING CENTER,GA,0,35,0.00
425062,BROOKVIEW HEALTHCARE CENTER,SC,0,119,0.00
505382,REGENCY WENATCHEE REHABILIATION & NURSING CENTER,WA,0,48,0.00
675768,MOUNTAIN VILLA NURSING CENTER,TX,0,43,0.00
555883,WEST ANAHEIM MEDICAL CENTER D/P SNF,CA,0,21,0.00
105747,ROSEWOOD HEALTHCARE AND REHABILITATION CENTER,FL,0,144,0.00
