PROVIDER_NAME,STATE,MONTH,TOTAL_NURSE_HOURS,TOTAL_PATIENT_DAYS,NURSE_HOURS_TO_PATIENT_RATIO
VISTA NURSING AND REHABILITATION CENTER,TX,1970-08,330.5,102,3.24
THE COURTYARDS AT PASADENA,TX,1970-08,434.83,134,3.24
HIGH HOPE CARE CENTER OF BRENHAM,TX,1970-08,171.58,53,3.24
THE MILDRED & SHIRLEY L GARRISON GERIATRIC EDUCATI,TX,1970-08,346.56,107,3.24
CORAL REHABILITATION AND NURSING OF WACO,TX,1970-08,165.45,51,3.24
COLONIAL BELLE NURSING HOME SEALY,TX,1970-08,129.78,40,3.24
ROCKWALL NURSING CARE CENTER,TX,1970-08,236.75,73,3.24
BLUEBONNET REHAB AT ENNIS,TX,1970-08,214,66,3.24
TEXOMA HEALTHCARE CENTER,TX,1970-08,345.4,107,3.23
PFLUGERVILLE CARE CENTER,TX,1970-08,235.71,73,3.23
EAGLE PASS NURSING AND REHABILITATION,TX,1970-08,193.89,60,3.23
SENIOR CARE HEALTH & REHABILITATION CENTER - WICHI,TX,1970-08,426.75,132,3.23
TREASURE HILLS HEALTHCARE AND REHABILITATION CENTE,TX,1970-08,293.76,91,3.23
PILOT POINT CARE CENTER,TX,1970-08,193.98,60,3.23
BETHANY SENIOR LIVING,TX,1970-08,306.96,95,3.23
ARLINGTON RESIDENCE AND REHABILITATION CENTER,TX,1970-08,280.14,87,3.22
S.P.J.S.T. REST HOME 3,TX,1970-08,122.25,38,3.22
KINGSVILLE NURSING AND REHABILITATION CENTER,TX,1970-08,257.31,80,3.22
PARKVIEW NURSING AND REHABILITATION CENTER,TX,1970-08,206.16,64,3.22
LAS ALTURAS NURSING & TRANSITIONAL CARE,TX,1970-08,388.5,121,3.21
SANTA FE HEALTH & REHABILITATION CENTER,TX,1970-08,253.72,79,3.21
ARBOR GRACE GUEST CARE CENTER,TX,1970-08,240.88,75,3.21
MATLOCK PLACE HEALTH & REHABILITATION CENTER,TX,1970-08,317.78,99,3.21
CYPRESS POINTE HEALTH & WELLNESS,TX,1970-08,346.8,108,3.21
HEREFORD NURSING & REHABILITATION,TX,1970-08,154.04,48,3.21
WESTOVER HILLS REHABILITATION AND HEALTHCARE,TX,1970-08,333.36,104,3.21
GAINESVILLE CONVALESCENT CENTER,TX,1970-08,154.03,48,3.21
PALO PINTO NURSING CENTER,TX,1970-08,227.89,71,3.21
THE MANOR AT SEAGOVILLE,TX,1970-08,208.62,65,3.21
STERLING HILLS REHABILITATION AND HEAL TH CARE CEN,TX,1970-08,202.01,63,3.21
OAK MANOR NURSING CENTER,TX,1970-08,128.04,40,3.2
VILLA TOSCANA AT CYPRESS WOODS,TX,1970-08,252.46,79,3.2
ESTATES AT SHAVANO PARK,TX,1970-08,208,65,3.2
NORTHERN OAKS LIVING & REHABILITATION CENTER,TX,1970-08,243.02,76,3.2
PALO DURO NURSING HOME,TX,1970-08,117.97,37,3.19
THE SARAH ROBERTS FRENCH HOME,TX,1970-08,143.63,45,3.19
THE HEIGHTS OF TOMBALL,TX,1970-08,370,116,3.19
TRINITY CARE CENTER,TX,1970-08,423.7,133,3.19
LEGEND OAKS HEALTHCARE AND REHABILITATION - ENNIS,TX,1970-08,220.41,69,3.19
PARK MANOR OF CYFAIR,TX,1970-08,334.95,105,3.19
GILMER NURSING AND REHABILITATION,TX,1970-08,181.96,57,3.19
MUNDAY NURSING CENTER,TX,1970-08,140.03,44,3.18
INSPIRATION HILLS REHABILITATION CENTER,TX,1970-08,219.75,69,3.18
STONEWALL LIVING CENTER,TX,1970-08,159.21,50,3.18
NORTH STAR RANCH REHABILITATION AND HEALTH CARE CE,TX,1970-08,155.86,49,3.18
PARADIGM AT WOODWIND LAKES,TX,1970-08,419.5,132,3.18
LEGACY NURSING AND REHABILITATION,TX,1970-08,222.78,70,3.18
LBJ MEDICAL CENTER,TX,1970-08,108.23,34,3.18
MIRA VISTA COURT,TX,1970-08,320.73,101,3.18
LONGVIEW HILL NURSING AND REHABILITATION CENTER,TX,1970-08,365.81,115,3.18
LEGEND OAKS HEALTHCARE AND REHABILITATION-KYLE,TX,1970-08,340.42,107,3.18
BASTROP LOST PINES NURSING AND REHABILITATION CENT,TX,1970-08,289.03,91,3.18
GULF POINTE PLAZA,TX,1970-08,241.8,76,3.18
FAITH COMMUNITY NURSING & REHABILITATION,TX,1970-08,133.72,42,3.18
FAIR PARK HEALTH & REHABILITATION CENTER,TX,1970-08,101.44,32,3.17
BEL AIR AT TERAVISTA,TX,1970-08,313.72,99,3.17
CAMBRIDGE LTC PARTNERS INC,TX,1970-08,152.07,48,3.17
HEARTHSTONE NURSING AND REHABILITATION,TX,1970-08,215.85,68,3.17
SILVER CREEK MANOR,TX,1970-08,288.72,91,3.17
PARKVIEW NURSING AND REHABILITATION CENTER,TX,1970-08,259.56,82,3.17
TERRA BELLA HEALTH AND WELLNESS SUITES,TX,1970-08,323.83,102,3.17
MEMPHIS CONVALESCENT CENTER,TX,1970-08,73,23,3.17
ROCK CREEK HEALTH AND REHABILITATION,TX,1970-08,259.54,82,3.17
CYPRESS CREEK REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,336.32,106,3.17
HOLLAND LAKE REHABILITATION AND WELLNESS CENTER,TX,1970-08,285.7,90,3.17
VILLAGE CREEK NURSING & REHABILITATION,TX,1970-08,241.12,76,3.17
OAK BROOK HEALTH CARE CENTER,TX,1970-08,285.5,90,3.17
MEADOWBROOK CARE CENTER,TX,1970-08,107.64,34,3.17
CROSSROADS NURSING & REHABILITATION,TX,1970-08,183.64,58,3.17
ACCEL AT COLLEGE STATION,TX,1970-08,288.6,91,3.17
WINDMILL VILLAGE REHABILITATION & CARE CENTER,TX,1970-08,307.06,97,3.17
FRIENDSHIP HAVEN HEALTHCARE AND REHABILITATION CEN,TX,1970-08,388.91,123,3.16
LYNWOOD NURSING AND REHABILITATION LP,TX,1970-08,202.3,64,3.16
GREENVIEW NURSING AND REHABILITATION,TX,1970-08,296.99,94,3.16
STILLHOUSE REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,271.45,86,3.16
PFLUGERVILLE NURSING AND REHABILITATION CENTER,TX,1970-08,322.63,102,3.16
BREMOND NURSING AND REHABILITATION CENTER,TX,1970-08,69.58,22,3.16
RAYBURN HEALTH CARE & REHABILITATION,TX,1970-08,211.83,67,3.16
BRADY WEST REHAB & NURSING,TX,1970-08,113.65,36,3.16
CAMBRIDGE HEALTH AND REHABILITATION CENTER,TX,1970-08,312.92,99,3.16
VICTORIA GARDENS OF FRISCO,TX,1970-08,249.74,79,3.16
MERKEL NURSING CENTER,TX,1970-08,97.97,31,3.16
SHADY ACRES HEALTH AND REHABILITATION CENTER,TX,1970-08,167.6,53,3.16
HURST PLAZA NURSING & REHAB,TX,1970-08,223.75,71,3.15
COLLEGE STREET HEALTH CARE CENTER,TX,1970-08,110.25,35,3.15
NORTHEAST REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,264.64,84,3.15
PALOMINO PLACE,TX,1970-08,324.08,103,3.15
KERENS CARE CENTER,TX,1970-08,116.53,37,3.15
CASCADES AT SENIOR REHAB,TX,1970-08,226.57,72,3.15
LAKESIDE REHABILITATION AND CARE CENTER,TX,1970-08,179.76,57,3.15
GROESBECK LTC PARTNERS,TX,1970-08,188.11,60,3.14
OAKMONT GUEST CARE CENTER,TX,1970-08,345.35,110,3.14
FORUM PARKWAY HEALTH & REHABILITATION,TX,1970-08,295.35,94,3.14
CASS VALLEY HEALTHCARE CENTER,TX,1970-08,122.49,39,3.14
SOUTHPARK MEADOWS NURSING AND REHABILITATION CENTE,TX,1970-08,345.15,110,3.14
PETAL HILL NURSING & REHABILITATION CENTER,TX,1970-08,241.4,77,3.14
SEDONA TRACE HEALTH AND WELLNESS CENTER,TX,1970-08,285.96,91,3.14
FOCUSED CARE AT SUMMER PLACE,TX,1970-08,288.51,92,3.14
COPPERAS HOLLOW NURSING & REHABILITATION CENTER,TX,1970-08,134.94,43,3.14
COUNTRY CARE MANOR,TX,1970-08,262.75,84,3.13
FORT BEND HEALTHCARE CENTER,TX,1970-08,134.4,43,3.13
GREENBRIER NURSING & REHABILITATION CENTER OF TYLE,TX,1970-08,203.39,65,3.13
COLONIAL NURSING & REHABILITATION CENTER,TX,1970-08,222.2,71,3.13
LAS VENTANAS DE SOCORRO,TX,1970-08,253.24,81,3.13
PARK MANOR OF CYPRESS STATION,TX,1970-08,253.15,81,3.13
AUTUMN LEAVES NURSING AND REHAB INC,TX,1970-08,259.9,83,3.13
CROSS TIMBERS REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,287.72,92,3.13
NORTHWEST HEALTH AND REHABILITATION CENTER,TX,1970-08,318.75,102,3.13
HONEY GROVE NURSING CENTER,TX,1970-08,140.4,45,3.12
WINDSOR NURSING AND REHABILITATION CENTER OF CORPU,TX,1970-08,343.39,110,3.12
SAN RAFAEL NURSING AND REHABILITATION CENTER,TX,1970-08,352.43,113,3.12
FIVE POINTS NURSING AND REHABILITATION,TX,1970-08,196.65,63,3.12
RIDGMAR MEDICAL LODGE,TX,1970-08,283.64,91,3.12
FRANK M TEJEDA TEXAS STATE VETERANS HOME,TX,1970-08,464.9,149,3.12
WISTERIA PLACE,TX,1970-08,245.7,79,3.11
NEW HOPE MANOR,TX,1970-08,283.25,91,3.11
THE LAKES AT TEXAS CITY,TX,1970-08,233.22,75,3.11
PARK PLAZA NURSING AND REHABILITATION CENTER,TX,1970-08,143.14,46,3.11
STERLING OAKS REHABILITATION,TX,1970-08,385.63,124,3.11
CORAL REHABILITATION AND NURSING OF ARLINGTON,TX,1970-08,214.55,69,3.11
THE VILLA AT MOUNTAIN VIEW,TX,1970-08,289.69,93,3.11
AMISTAD NURSING AND REHABILITATION CENTER,TX,1970-08,261.08,84,3.11
CIMARRON PARK NURSING AND REHABILITATION CENTER,TX,1970-08,389.3,125,3.11
ROYSE CITY MEDICAL LODGE,TX,1970-08,282.52,91,3.1
GRACE CARE CENTER OF HENRIETTA,TX,1970-08,96.15,31,3.1
CEDAR POINTE HEALTH AND WELLNESS CENTER,TX,1970-08,344.01,111,3.1
WOOD MEMORIAL NURSING AND REHABILITATION CENTER,TX,1970-08,257.35,83,3.1
ROYAL MANOR,TX,1970-08,198.63,64,3.1
WESTWARD TRAILS NURSING AND REHABILITATION,TX,1970-08,253.94,82,3.1
PATRIOT REHABILITATION AND WELLNESS CENTER,TX,1970-08,356.74,115,3.1
WHISPERING OAKS REHAB & NURSING,TX,1970-08,151.7,49,3.1
CORONADO HEALTHCARE CENTER,TX,1970-08,117.6,38,3.09
CRESTVIEW HEALTHCARE RESIDENCE,TX,1970-08,306.27,99,3.09
VILLAGE CREEK REHABILITATION AND NURSING CENTER,TX,1970-08,212.93,69,3.09
DIVERSICARE OF LULING,TX,1970-08,120.4,39,3.09
THE HIGHLANDS GUEST CARE CENTER,TX,1970-08,259.61,84,3.09
RENAISSANCE PARK MULTI CARE CENTER,TX,1970-08,151.21,49,3.09
BRENHAM NURSING AND REHABILITATION CENTER,TX,1970-08,383.15,124,3.09
REUNION PLAZA HEALTHCARE & REHABILITATION,TX,1970-08,200.78,65,3.09
PARK VIEW NURSING CARE CENTER,TX,1970-08,86.65,28,3.09
SOUTH PLACE REHABILITATION AND SKILLED NURSING,TX,1970-08,216.46,70,3.09
KENEDY HEALTH & REHABILITATION,TX,1970-08,142.08,46,3.09
MABANK NURSING CENTER,TX,1970-08,259.78,84,3.09
PECAN VALLEY REHABILITATION AND HEALTHCARE,TX,1970-08,264.58,86,3.08
LA PALOMA NURSING CENTER,TX,1970-08,135.44,44,3.08
VICTORIA GARDENS OF ALLEN,TX,1970-08,255.25,83,3.08
HARLINGEN NURSING AND REHABILITATION CENTER,TX,1970-08,363.17,118,3.08
GRAND TERRACE REHABILITATION AND HEALTHCARE,TX,1970-08,212.24,69,3.08
THE BROADMOOR AT CREEKSIDE PARK,TX,1970-08,320.41,104,3.08
PECAN CREEK HEALTHCARE CENTER,TX,1970-08,83.24,27,3.08
LAKE VILLAGE NURSING AND REHABILITATION CENTER,TX,1970-08,234.38,76,3.08
REGENT CARE CENTER OF EL PASO,TX,1970-08,246.75,80,3.08
FOCUSED CARE AT LINDEN,TX,1970-08,116.9,38,3.08
BROOKHAVEN NURSING AND REHABILITATION CENTER,TX,1970-08,314.07,102,3.08
VERNON REHABILITATION AND NURSING CENTER,TX,1970-08,73.91,24,3.08
WILLIS NURSING AND REHABILITATION LP,TX,1970-08,125.74,41,3.07
CEDAR HILL HEALTHCARE CENTER,TX,1970-08,263.76,86,3.07
SOUTH DALLAS NURSING & REHABILITATION,TX,1970-08,171.85,56,3.07
CIMARRON PLACE HEALTH & REHABILITATION CENTER,TX,1970-08,239.25,78,3.07
PARADIGM AT THE PRAIRIES,TX,1970-08,309.75,101,3.07
MANSFIELD NURSING & REHABILITATION CENTER,TX,1970-08,205.52,67,3.07
LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER G,TX,1970-08,214.31,70,3.06
RIDGECREST HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,294.1,96,3.06
HALLETTSVILLE NURSING AND REHABILITATION,TX,1970-08,248.02,81,3.06
MAGNOLIA PLACE HEALTH CARE LLP,TX,1970-08,223.2,73,3.06
GOLDEN CREEK HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,278.12,91,3.06
DEER CREEK OF WIMBERLEY,TX,1970-08,217.31,71,3.06
WESTERN HILLS HEALTHCARE RESIDENCE,TX,1970-08,179.68,59,3.05
WINDSOR CALALLEN,TX,1970-08,338.32,111,3.05
DECATUR MEDICAL LODGE,TX,1970-08,298.82,98,3.05
WILLOWBEND NURSING AND REHABILITATION CENTER,TX,1970-08,371.93,122,3.05
RENAISSANCE CARE CENTER,TX,1970-08,158.57,52,3.05
LEGEND OAKS HEALTHCARE AND REHABILITATION - NORTH,TX,1970-08,332.47,109,3.05
WILLOWBROOK NURSING CENTER,TX,1970-08,329.15,108,3.05
LEGEND HEALTHCARE AND REHABILITATION - PARIS,TX,1970-08,225.35,74,3.05
EAST VIEW HEALTHCARE,TX,1970-08,282.76,93,3.04
CARROLLTON HEALTH AND REHABILITATION CENTER,TX,1970-08,222.05,73,3.04
ARBOR HILLS REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,218.63,72,3.04
ADVANCED REHABILITATION AND HEALTHCARE OF BOWIE,TX,1970-08,446.3,147,3.04
GRACE CARE CENTER OF OLNEY,TX,1970-08,115.41,38,3.04
BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE,TX,1970-08,346.44,114,3.04
PARK MANOR BEE CAVE,TX,1970-08,264.57,87,3.04
HIDALGO NURSING AND REHABILITATION CENTER,TX,1970-08,292.15,96,3.04
THE PLAZA AT LUBBOCK,TX,1970-08,293.97,97,3.03
PASADENA POST ACUTE,TX,1970-08,303.42,100,3.03
CROSBYTON NURSING AND REHABILITATION CENTER,TX,1970-08,78.8,26,3.03
FOUNDERS PLAZA NURSING & REHAB,TX,1970-08,236.64,78,3.03
FOCUSED CARE AT BURNET BAY,TX,1970-08,184.96,61,3.03
THE HEIGHTS ON HUEBNER,TX,1970-08,348.75,115,3.03
CARE INN OF LA GRANGE,TX,1970-08,117.61,39,3.02
BIRCHWOOD OF BEAUMONT,TX,1970-08,338.32,112,3.02
SILSBEE OAKS HEALTH CARE LLP,TX,1970-08,435.47,144,3.02
GREEN OAKS NURSING & REHABILITATION,TX,1970-08,259.85,86,3.02
LAKESHORE VILLAGE NURSING AND REHABILITATION,TX,1970-08,353.14,117,3.02
RIVER RIDGE NURSING & REHABILITATION,TX,1970-08,243.75,81,3.01
MULBERRY MANOR,TX,1970-08,240.5,80,3.01
PLEASANT VALLEY HEALTHCARE AND REHABILITATION CENT,TX,1970-08,201.97,67,3.01
WILL-O-BELL,TX,1970-08,216.79,72,3.01
WURZBACH NURSING AND REHABILITATION,TX,1970-08,264.44,88,3.01
RUNNINGWATER DRAW CARE CENTER INC,TX,1970-08,186.32,62,3.01
THE PALMS NURSING & REHABILITATION,TX,1970-08,329.75,110,3
LEXINGTON MEDICAL LODGE,TX,1970-08,341.5,114,3
LEVELLAND NURSING & REHABILITATION CENTER,TX,1970-08,152.89,51,3
THE SPRINGS HEALTHCARE AND REHABILITATION,TX,1970-08,330.09,110,3
THE HEIGHTS OF TYLER,TX,1970-08,305.31,102,2.99
WILLIAM R COURTNEY TEXAS STATE VETERANS HOME,TX,1970-08,446.25,149,2.99
LILY SPRINGS  REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,194.55,65,2.99
COPPERAS COVE LTC PARTNERS INC,TX,1970-08,212.35,71,2.99
CEDAR RIDGE REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,256.99,86,2.99
FOCUSED CARE AT HAMILTON,TX,1970-08,143.69,48,2.99
REGENCY HOUSE,TX,1970-08,221.39,74,2.99
MEMORIAL HEALTH CARE CENTER,TX,1970-08,62.76,21,2.99
SPRINGTOWN PARK REHABILITATION AND CARE CENTER,TX,1970-08,314.17,105,2.99
COLONIAL BELLE NURSING HOME,TX,1970-08,125.68,42,2.99
LUBBOCK HEALTH CARE CENTER,TX,1970-08,214.48,72,2.98
GARDEN TERRACE HEALTHCARE CENTER,TX,1970-08,116.31,39,2.98
WILLIAMSBURG VILLAGE HEALTHCARE CAMPUS,TX,1970-08,580.71,195,2.98
HILLVIEW NURSING & REHABILITATION,TX,1970-08,137.25,46,2.98
PECAN BAYOU NURSING AND REHABILITATION,TX,1970-08,190.7,64,2.98
WHITEHALL REHAB & NURSING,TX,1970-08,187.8,63,2.98
STONEMERE REHABILITATION CENTER,TX,1970-08,265.25,89,2.98
BENDER TERRACE OF LUBBOCK,TX,1970-08,151.78,51,2.98
LAKEVIEW REHABILITATION & HEALTHCARE CENTER,TX,1970-08,136.45,46,2.97
BROWNSVILLE NURSING AND REHABILITATION CENTER,TX,1970-08,332.69,112,2.97
HAVENCARE NURSING AND REHABILITATION CENTER LLC,TX,1970-08,216.5,73,2.97
SNYDER OAKS CARE CENTER,TX,1970-08,175.52,59,2.97
WEST OAKS NURSING AND REHABILITATION CENTER,TX,1970-08,290.91,98,2.97
RIVER OAKS HEALTH AND REHABILITATION CENTER,TX,1970-08,160.17,54,2.97
MEADOW CREEK NURSING AND REHABILITATION,TX,1970-08,163.25,55,2.97
GRACY WOODS II LIVING CENTER,TX,1970-08,273.5,92,2.97
PARK MANOR OF CONROE,TX,1970-08,308.1,104,2.96
HERITAGE HOUSE OF MARSHALL HEALTH & REHABILITATION,TX,1970-08,183.33,62,2.96
THE RENAISSANCE AT KESSLER PARK,TX,1970-08,216.19,73,2.96
RICHLAND HILLS REHABILITATION AND HEALTHCARE CENTE,TX,1970-08,168.91,57,2.96
SPRING BRANCH TRANSITIONAL CARE CENTER,TX,1970-08,550.75,186,2.96
HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO,TX,1970-08,185.73,63,2.95
WELLINGTON REHABILITATION AND HEALTHCARE,TX,1970-08,135.51,46,2.95
ARBOR LAKE NURSING & REHABILITATION LLC,TX,1970-08,244.61,83,2.95
WINDSOR ARBOR VIEW,TX,1970-08,318.95,108,2.95
PORT LAVACA NURSING AND REHABILITATION CENTER,TX,1970-08,274.15,93,2.95
KELLER OAKS HEALTHCARE CENTER,TX,1970-08,358.64,122,2.94
LA DORA NURSING AND REHABILITATION CENTER,TX,1970-08,173.22,59,2.94
LAREDO NURSING AND REHABILITATION CENTER,TX,1970-08,270.5,92,2.94
FOCUSED CARE AT FORT STOCKTON,TX,1970-08,176.64,60,2.94
CRIMSON HEIGHTS HEALTH & WELLNESS,TX,1970-08,299.62,102,2.94
PARKWOOD IN THE PINES,TX,1970-08,244.38,83,2.94
THE HEIGHTS OF NORTH HOUSTON,TX,1970-08,279.75,95,2.94
CONCHO HEALTH & REHABILITATION CENTER,TX,1970-08,114.33,39,2.93
SKYLINE NURSING CENTER,TX,1970-08,518.09,177,2.93
AUSTIN WELLNESS & REHABILITATION,TX,1970-08,293.47,100,2.93
COPPERFIELD HEALTHCARE AND REHABILITATION,TX,1970-08,301.81,103,2.93
LAUREL COURT,TX,1970-08,252.03,86,2.93
GRAPEVINE MEDICAL LODGE,TX,1970-08,263.78,90,2.93
VILLAGE HEALTHCARE AND REHABILITATION,TX,1970-08,281.52,96,2.93
LE REVE REHABILITATION & MEMORY CARE,TX,1970-08,175.54,60,2.93
LEGEND OAKS HEALTHCARE AND REHABILITATION - WAXAHA,TX,1970-08,287.09,98,2.93
PINE TREE LODGE NURSING CENTER,TX,1970-08,181.13,62,2.92
THE CARLYLE AT STONEBRIDGE PARK,TX,1970-08,207.06,71,2.92
CARADAY MESQUITE,TX,1970-08,148.75,51,2.92
WILLOW SPRINGS HEALTH & REHABILITATION CENTER,TX,1970-08,160.84,55,2.92
SUNFLOWER PARK HEALTH CARE,TX,1970-08,163.62,56,2.92
REGENT CARE CENTER OF LAREDO,TX,1970-08,248.5,85,2.92
GULF SHORES REHABILITATION & HEALTHCARE CENTER,TX,1970-08,145.94,50,2.92
GREAT PLAINS NURSING AND REHABILITATION,TX,1970-08,113.82,39,2.92
GUADALUPE VALLEY NURSING CENTER,TX,1970-08,387.69,133,2.91
CARADAY OF LAMPASAS,TX,1970-08,162.7,56,2.91
BANDERA NURSING & REHABILITATION,TX,1970-08,261.45,90,2.91
PARK MANOR OF MCKINNEY,TX,1970-08,209.32,72,2.91
SOLIDAGO HEALTH AND REHABILITATION,TX,1970-08,183.3,63,2.91
SWEETWATER HEALTHCARE CENTER,TX,1970-08,148.4,51,2.91
SYLVAN SHORES HEALTH AND WELLNESS,TX,1970-08,337.5,116,2.91
BRAZOS VALLEY CARE HOME,TX,1970-08,116.55,40,2.91
STONE OAK CARE CENTER,TX,1970-08,325.75,112,2.91
THE VILLAGES ON MACARTHUR,TX,1970-08,331.3,114,2.91
HASKELL HEALTHCARE CENTER,TX,1970-08,101.47,35,2.9
WEST HOUSTON REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,293.04,101,2.9
CROWLEY NURSING AND REHABILITATION,TX,1970-08,275.05,95,2.9
THE RESERVE AT RICHARDSON,TX,1970-08,275.5,95,2.9
CROWELL NURSING CENTER,TX,1970-08,124.8,43,2.9
RIVER CITY CARE CENTER,TX,1970-08,141.65,49,2.89
IRVING NURSING AND REHABILITATION,TX,1970-08,95.49,33,2.89
COLUMBUS OAKS HEALTHCARE COMMUNITY,TX,1970-08,216.45,75,2.89
FARMERSVILLE HEALTH AND REHABILITATION,TX,1970-08,190.75,66,2.89
PEARSALL NURSING AND REHABILITATION CENTER,TX,1970-08,323.73,112,2.89
PARK MANOR OF SOUTH BELT,TX,1970-08,317.2,110,2.88
REGENT CARE CENTER OAKWELL FARMS,TX,1970-08,221.5,77,2.88
PARADIGM AT KOUNTZE,TX,1970-08,135.5,47,2.88
PARK VILLAGE HEALTHCARE AND REHABILITATION,TX,1970-08,221.57,77,2.88
THE PREMIER SNF OF ALICE,TX,1970-08,184.36,64,2.88
AUTUMN WINDS LIVING & REHABILITATION,TX,1970-08,181.72,63,2.88
PARK BEND HEALTH CENTER,TX,1970-08,284.75,99,2.88
FOCUSED CARE AT CLARKSVILLE,TX,1970-08,170.11,59,2.88
PALMA REAL,TX,1970-08,166.54,58,2.87
NORTH POINTE NURSING AND REHABILITATION,TX,1970-08,166.71,58,2.87
WHARTON NURSING AND REHABILITATION CENTER,TX,1970-08,226.69,79,2.87
HUNTSVILLE HEALTH CARE CENTER,TX,1970-08,155,54,2.87
WELLINGTON CARE CENTER,TX,1970-08,100.55,35,2.87
FOCUSED CARE AT MOUNT PLEASANT,TX,1970-08,172,60,2.87
HERITAGE OAKS NURSING AND REHABILITATION CENTER,TX,1970-08,301.45,105,2.87
EPIC NURSING & REHABILITATION,TX,1970-08,241.35,84,2.87
ONION CREEK NURSING AND REHABILITATION CENTER,TX,1970-08,349.3,122,2.86
FOCUSED CARE OF CENTER,TX,1970-08,197.38,69,2.86
WINDCREST NURSING AND REHABILITATION,TX,1970-08,254.18,89,2.86
SILVER PINES NURSING AND REHABILITATION CENTER,TX,1970-08,245.98,86,2.86
WILLOW PARK REHABILITATION HEALTH CARE CENTER,TX,1970-08,243.29,85,2.86
HOMESTEAD NURSING AND REHABILITATION OF ITASCA,TX,1970-08,142.25,50,2.85
PARADIGM AT SWEENY,TX,1970-08,191.25,67,2.85
CORONADO NURSING CENTER,TX,1970-08,222.02,78,2.85
PINE GROVE NURSING CENTER,TX,1970-08,159.79,56,2.85
FOCUSED CARE AT HUMBLE,TX,1970-08,176.94,62,2.85
HILLTOP PARK REHABILITATION AND CARE CENTER,TX,1970-08,322.25,113,2.85
LEGEND HEALTHCARE AND REHABILITATION - GREENVILLE,TX,1970-08,305.37,107,2.85
WINDSOR HEALTHCARE RESIDENCE,TX,1970-08,105.5,37,2.85
YORKTOWN NURSING AND REHABILITATION CENTER,TX,1970-08,93.96,33,2.85
FOCUSED CARE AT BRENHAM,TX,1970-08,99.66,35,2.85
HERITAGE AT LONGVIEW HEALTHCARE CENTER,TX,1970-08,145.3,51,2.85
SEVEN OAKS NURSING & REHABILITATION,TX,1970-08,105.33,37,2.85
MILLBROOK HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,199.06,70,2.84
SCHULENBURG REGENCY NURSING CENTER,TX,1970-08,338.31,119,2.84
REGENCY MANOR HEALTHCARE CENTER,TX,1970-08,201.36,71,2.84
REMARKABLE HEALTHCARE OF PRESTONWOOD,TX,1970-08,195.75,69,2.84
TOWERS NURSING HOME,TX,1970-08,334.93,118,2.84
LA VIDA SERENA NURSING AND REHABILITATION,TX,1970-08,187.3,66,2.84
GOLDEN ACRES LIVING AND REHABILITATION CENTER,TX,1970-08,428.5,151,2.84
LA HACIENDA DE PAZ REHABILITATION AND CARE CENTER,TX,1970-08,243.82,86,2.84
DEVINE HEALTH & REHABILITATION,TX,1970-08,107.71,38,2.83
KENNEDY HEALTH & REHAB,TX,1970-08,195,69,2.83
ARBROOK PLAZA,TX,1970-08,269.15,95,2.83
SLATON CARE CENTER,TX,1970-08,104.86,37,2.83
RIVER POINTE OF TRINITY HEALTHCARE AND REHABILITAT,TX,1970-08,155.47,55,2.83
COLLEGE PARK REHABILITATION AND CARE CENTER,TX,1970-08,276.81,98,2.82
JACKSONVILLE HEALTHCARE CENTER,TX,1970-08,109.86,39,2.82
RIVERSIDE NURSING AND REHABILITATION CENTER,TX,1970-08,256.74,91,2.82
GOLDTHWAITE HEALTH & REHAB CENTER,TX,1970-08,146.5,52,2.82
CEDAR HILLS GERIATRIC CENTER,TX,1970-08,197.14,70,2.82
OAKLAND MANOR NURSING CENTER,TX,1970-08,157.98,56,2.82
OAK PARK NURSING AND REHABILITATION CENTER,TX,1970-08,343.27,122,2.81
FORT WORTH TRANSITIONAL CARE CENTER,TX,1970-08,227.5,81,2.81
LAMPASAS NURSING AND REHABILITATION CENTER,TX,1970-08,98.42,35,2.81
PLEASANTON SOUTH NURSING AND REHABILITATION,TX,1970-08,160.37,57,2.81
ARAPAHO REHABILITATION AND CARE CENTER,TX,1970-08,286.91,102,2.81
BALLINGER HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,145.67,52,2.8
OAK MANOR OF COMMERCE NURSING AND REHABILITATION,TX,1970-08,131.57,47,2.8
PARK MANOR OF TOMBALL,TX,1970-08,313.5,112,2.8
GLENVIEW WELLNESS & REHABILITATION,TX,1970-08,285.44,102,2.8
OASIS AT PEARLAND,TX,1970-08,298.67,107,2.79
VAL VERDE NURSING AND REHABILITATION CENTER,TX,1970-08,148.02,53,2.79
MITCHELL COUNTY NURSING AND REHABILITATION CENTER,TX,1970-08,111.42,40,2.79
