PROVIDER_NAME,STATE,MONTH,TOTAL_HOURS_WORKED
PRUITTHEALTH- BAMBERG,SC,1970-08,264
PRUITTHEALTH- BARNWELL,SC,1970-08,209
PRUITTHEALTH- BLYTHEWOOD,SC,1970-08,395.25
PRUITTHEALTH- COLUMBIA,SC,1970-08,477.15
PRUITTHEALTH- CONWAY AT CONWAY MEDICAL CENTER,SC,1970-08,256.75
PRUITTHEALTH- DILLON,SC,1970-08,208.5
PRUITTHEALTH- ESTILL,SC,1970-08,227.75
PRUITTHEALTH- MONCKS CORNER,SC,1970-08,218.7
PRUITTHEALTH- NORTH AUGUSTA,SC,1970-08,439.25
PRUITTHEALTH- ORANGEBURG,SC,1970-08,305.12
PRUITTHEALTH- RIDGEWAY,SC,1970-08,316.19
PRUITTHEALTH- ROCK HILL,SC,1970-08,339
PRUITTHEALTH- WALTERBORO,SC,1970-08,370.5
REHAB CENTER OF CHERAW,SC,1970-08,301.59
RESORTS AT BEAUFORT,SC,1970-08,472.48
RETREAT AT WELLMORE OF DANIEL ISLAND,SC,1970-08,243.95
RETREAT AT WELLMORE OF LEXINGTON,SC,1970-08,223.36
RICE ESTATE REHABILITATION AND HEALTHCARE,SC,1970-08,325.09
RICHARD M CAMPBELL VETERANS NURSING HOME,SC,1970-08,904.15
RIDGELAND NURSING CENTER INC,SC,1970-08,208.4
RIDGEWAY MANOR HEALTHCARE CENTER,SC,1970-08,176.08
RIVER FALLS POST ACUTE,SC,1970-08,99.69
RIVERSIDE HEALTH AND REHAB,SC,1970-08,467.88
ROCK HILL POST ACUTE CARE CENTER,SC,1970-08,327.42
ROLLING GREEN VILLAGE,SC,1970-08,123.12
ROSECREST REHABILITATION AND HEALTHCARE CENTER,SC,1970-08,244.55
SALUDA NURSING CENTER,SC,1970-08,683.3
SANDPIPER POST ACUTE,SC,1970-08,501.07
SEDGEWOOD MANOR HEALTH CARE CENTER,SC,1970-08,114.53
SENECA HEALTH & REHABILITATION CENTER,SC,1970-08,391.96
SENIOR CARE OF MARION,SC,1970-08,217.72
SIMPSONVILLE POST ACUTE,SC,1970-08,413.61
SOUTHLAND HEALTH CARE CENTER,SC,1970-08,361.89
SOUTHPOINTE HEALTHCARE AND REHABILITATION,SC,1970-08,381.53
SPARTANBURG HOSPITAL FOR RESTORATIVE CARE SNF,SC,1970-08,84.85
SPRENGER HEALTH CARE OF PORT ROYAL,SC,1970-08,186.23
SPRENGER HEALTHCARE OF BLUFFTON,SC,1970-08,181.32
SPRINGDALE HEALTHCARE CENTER,SC,1970-08,458.58
ST GEORGE HEALTHCARE CENTER,SC,1970-08,251.71
STILL HOPES EPISCOPAL RETIREMENT COMMUNITY,SC,1970-08,121.11
SUMMIT HILLS SKILLED NURSING FACILITY,SC,1970-08,115.24
SUMTER EAST HEALTH & REHABILITATION CENTER,SC,1970-08,560.23
THE ARBORETUM AT THE WOODLANDS,SC,1970-08,129.4
THE GABLES OF PELHAM SKILLED NURSING & REHAB,SC,1970-08,107
THE HERITAGE AT LOWMAN REHAB AND HEALTHCARE,SC,1970-08,525.09
THE LODGE AT WELLMORE- TEGA CAY,SC,1970-08,287.92
THE PALMS AT FLORENCE,SC,1970-08,728
THE PRESTON HEALTH CENTER,SC,1970-08,290.39
THE RESERVE HEALTHCARE AND REHABILITATION,SC,1970-08,394.27
VALLEY FALLS TERRACE,SC,1970-08,296.07
VETERANS VICTORY HOUSE,SC,1970-08,561.74
WESLEY COMMONS HEALTH AND REHABILITATION CENTER,SC,1970-08,320.85
WEST VILLAGE POST ACUTE,SC,1970-08,431.07
WESTMINSTER HEALTH & REHAB CENTER,SC,1970-08,48.5
WHITE OAK AT NORTH GROVE INC,SC,1970-08,508.5
WHITE OAK ESTATES,SC,1970-08,326
WHITE OAK MANOR - CHARLESTON,SC,1970-08,643.25
WHITE OAK MANOR - COLUMBIA,SC,1970-08,401
WHITE OAK MANOR - LANCASTER,SC,1970-08,510.5
WHITE OAK MANOR - NEWBERRY,SC,1970-08,422
WHITE OAK MANOR - ROCK HILL,SC,1970-08,515.25
WHITE OAK MANOR - SPARTANBURG,SC,1970-08,249
WHITE OAK MANOR - YORK,SC,1970-08,347.25
WILDEWOOD DOWNS,SC,1970-08,118.43
WILLOW BROOKE COURT AT PARK POINTE VILLAGE,SC,1970-08,72.22
WOODRUFF MANOR,SC,1970-08,295.5
ABERDEEN HEALTH AND REHAB,SD,1970-08,286.8
"ALCESTER CARE AND REHAB CENTER, INC",SD,1970-08,120.34
AURORA BRULE NURSING HOME INC,SD,1970-08,99.32
AVANTARA ARROWHEAD,SD,1970-08,211.5
AVANTARA CLARK CITY,SD,1970-08,123.25
AVANTARA GROTON,SD,1970-08,128
AVANTARA HURON,SD,1970-08,254.75
AVANTARA LAKE NORDEN,SD,1970-08,145.25
AVANTARA MILBANK,SD,1970-08,133.75
AVANTARA MOUNTAIN VIEW,SD,1970-08,277.25
AVANTARA NORTH,SD,1970-08,210
AVANTARA NORTON,SD,1970-08,360.75
AVANTARA PIERRE,SD,1970-08,154
AVANTARA REDFIELD,SD,1970-08,162.75
AVANTARA SAINT CLOUD,SD,1970-08,249.75
AVANTARA WATERTOWN,SD,1970-08,168.75
AVERA BORMANN MANOR,SD,1970-08,166.5
AVERA BRADY HEALTH AND REHAB,SD,1970-08,341.55
AVERA EUREKA HEALTH CARE CENTER,SD,1970-08,174.35
AVERA MARYHOUSE LONG TERM CARE,SD,1970-08,238.25
AVERA MOTHER JOSEPH MANOR RETIREMENT COMMUNITY,SD,1970-08,306.79
AVERA OAHE MANOR,SD,1970-08,109.4
AVERA PRINCE OF PEACE,SD,1970-08,566.3
AVERA ROSEBUD COUNTRY CARE CENTER,SD,1970-08,149.4
AVERA SISTER JAMES CARE CENTER,SD,1970-08,710.93
BETHANY HOME - BRANDON,SD,1970-08,313.7
BETHANY HOME SIOUX FALLS,SD,1970-08,172.97
BETHEL LUTHERAN HOME,SD,1970-08,267.49
BETHESDA HOME,SD,1970-08,169.97
BETHESDA HOME OF ABERDEEN,SD,1970-08,356.5
BETHESDA OF BERESFORD,SD,1970-08,115.91
BOWDLE NURSING HOME,SD,1970-08,89.45
CENTERVILLE CARE AND REHAB CENTER INC,SD,1970-08,84.75
CLARKSON HEALTH CARE,SD,1970-08,194.25
DELLS NURSING AND REHAB CENTER INC,SD,1970-08,126.67
DOW RUMMEL VILLAGE,SD,1970-08,240.1
"EASTERN STAR HOME OF SOUTH DAKOTA, INC",SD,1970-08,139.4
ESTELLINE NURSING AND CARE CENTER,SD,1970-08,158.75
FAULKTON SENIOR LIVING,SD,1970-08,135.2
FIRESTEEL HEALTHCARE CENTER,SD,1970-08,319.25
FIVE COUNTIES NURSING HOME,SD,1970-08,63.43
FLANDREAU SANTEE SIOUX TRIBE CARE CENTER,SD,1970-08,101.81
FOUNTAIN SPRINGS HEALTHCARE CENTER,SD,1970-08,326.25
GOOD SAMARITAN SOCIETY - ST MARTIN VILLAGE,SD,1970-08,230.34
GOOD SAMARITAN SOCIETY CANISTOTA,SD,1970-08,169.82
GOOD SAMARITAN SOCIETY CANTON,SD,1970-08,232.82
GOOD SAMARITAN SOCIETY CORSICA,SD,1970-08,143.9
GOOD SAMARITAN SOCIETY DE SMET,SD,1970-08,110.35
GOOD SAMARITAN SOCIETY HOWARD,SD,1970-08,129.1
GOOD SAMARITAN SOCIETY LUTHER MANOR,SD,1970-08,317.81
GOOD SAMARITAN SOCIETY MILLER,SD,1970-08,165.22
GOOD SAMARITAN SOCIETY NEW UNDERWOOD,SD,1970-08,143.32
GOOD SAMARITAN SOCIETY SCOTLAND,SD,1970-08,170.4
GOOD SAMARITAN SOCIETY SIOUX FALLS CENTER,SD,1970-08,223.08
GOOD SAMARITAN SOCIETY SIOUX FALLS VILLAGE,SD,1970-08,653.15
GOOD SAMARITAN SOCIETY TYNDALL,SD,1970-08,173.09
HIGHMORE HEALTH,SD,1970-08,101.41
JENKIN'S LIVING CENTER,SD,1970-08,310.57
KADOKA NURSING HOME,SD,1970-08,91.03
LAKE ANDES SENIOR LIVING,SD,1970-08,120.8
MEDICINE WHEEL VILLAGE,SD,1970-08,141.63
MENNO-OLIVET CARE CENTER,SD,1970-08,109.6
MICHAEL J FITZMAURICE SOUTH DAKOTA VETERANS HOME,SD,1970-08,360.8
MONUMENT HEALTH STURGIS CARE CENTER,SD,1970-08,239.25
OAKVIEW TERRACE,SD,1970-08,163.7
PALISADE HEALTHCARE CENTER,SD,1970-08,160.5
PIONEER MEMORIAL NURSING HOME,SD,1970-08,140.4
PLATTE CARE CENTER,SD,1970-08,125.48
PRAIRIE HEIGHTS HEALTHCARE,SD,1970-08,193.31
PRAIRIE VIEW HEALTHCARE CENTER,SD,1970-08,200
RIVERVIEW HEALTHCARE CENTER,SD,1970-08,198
ROLLING HILLS HEALTHCARE,SD,1970-08,167.75
SANFORD CARE CENTER VERMILLION,SD,1970-08,215.42
SANFORD CHAMBERLAIN CARE CENTER,SD,1970-08,176.07
SCOTCHMAN LIVING CENTER,SD,1970-08,144.25
SD HUMAN SERVICES CENTER - GERIATRIC PROGRAM,SD,1970-08,341.8
SEVEN SISTERS LIVING CENTER,SD,1970-08,142.25
SPEARFISH CANYON HEALTHCARE,SD,1970-08,220.64
ST WILLIAM'S CARE CENTER,SD,1970-08,124.56
STRAND-KJORSVIG COMMUNITY REST HOME,SD,1970-08,94.28
SUN DIAL MANOR,SD,1970-08,90.89
SUNSET MANOR AVERA HEALTH,SD,1970-08,231.6
TEKAKWITHA LIVING CENTER,SD,1970-08,119.09
THE NEIGHBORHOODS AT BROOKVIEW,SD,1970-08,366.64
TIESZEN MEMORIAL HOME,SD,1970-08,205.7
UNITED LIVING COMMUNITY,SD,1970-08,235.72
WAKONDA HERITAGE MANOR,SD,1970-08,107
"WALWORTH COUNTY CARE CENTER, INC",SD,1970-08,173.7
WESKOTA MANOR INC,SD,1970-08,113.75
WESTHILLS VILLAGE HEALTH CARE FACILITY,SD,1970-08,188.5
WHEATCREST HILLS HEALTHCARE CENTER,SD,1970-08,94.75
WHITE RIVER HEALTH CARE CENTER,SD,1970-08,183.75
WILMOT CARE CENTER INC,SD,1970-08,78.41
WINNER REGIONAL HEALTHCARE CENTER,SD,1970-08,170.42
ABUNDANT CHRISTIAN LIVING COMMUNITY REHABILITATION,TN,1970-08,285.5
"ADAMSPLACE, LLC",TN,1970-08,216
ADAMSVILLE HEALTHCARE AND REHABILITATION CENTER,TN,1970-08,366
ADVANCED HEALTH CARE OF NASHVILLE,TN,1970-08,196.41
"AGAPE REHABILITATION & NURSING CENTER, A WATERS CM",TN,1970-08,216.12
AHAVA HEALTHCARE OF CLARKSVILLE,TN,1970-08,386.5
AHC APPLINGWOOD,TN,1970-08,227.75
AHC BETHESDA,TN,1970-08,285.5
AHC BRIGHT GLADE,TN,1970-08,288.68
AHC COVINGTON CARE,TN,1970-08,332.5
AHC CRESTVIEW,TN,1970-08,294
AHC CUMBERLAND,TN,1970-08,359.5
AHC DECATUR COUNTY,TN,1970-08,295.75
AHC DYERSBURG,TN,1970-08,348
AHC FOREST COVE,TN,1970-08,268.5
AHC HARBOR VIEW,TN,1970-08,318.25
AHC HUMBOLDT,TN,1970-08,252.55
AHC LEWIS COUNTY,TN,1970-08,343
AHC LEXINGTON,TN,1970-08,289
AHC MCKENZIE,TN,1970-08,233
AHC MCNAIRY COUNTY,TN,1970-08,325.25
AHC MEADOWBROOK,TN,1970-08,200.5
AHC MT JULIET,TN,1970-08,309.06
AHC NORTHBROOKE,TN,1970-08,366.79
AHC NORTHSIDE,TN,1970-08,244.93
AHC PARIS,TN,1970-08,353.5
AHC SAVANNAH,TN,1970-08,365.5
AHC UNION CITY,TN,1970-08,240
AHC VANAYER,TN,1970-08,268.5
AHC VANCO,TN,1970-08,283.63
AHC WAVERLY,TN,1970-08,227.4
AHC WEST TENNESSEE TRANSITIONAL CARE,TN,1970-08,324.5
AHC WESTWOOD,TN,1970-08,195.75
ALAMO NURSING AND REHABILITATION CENTER,TN,1970-08,275.15
ALLEN MORGAN HEALTH AND REHABILITATION CENTER,TN,1970-08,149.51
ALLENBROOKE NURSING AND REHABILITATION CENTER,TN,1970-08,596.33
AMERICAN HEALTH COMMUNITIES OF CLARKSVILLE,TN,1970-08,437.92
ANDERSONVILLE TN OPCO LLC,TN,1970-08,321.82
ASBURY PLACE AT KINGSPORT,TN,1970-08,121.42
ASBURY PLACE AT MARYVILLE,TN,1970-08,391.75
ASCENSION LIVING ALEXIAN VILLAGE TENNESSEE,TN,1970-08,350.36
AVE MARIA HOME,TN,1970-08,537.8
"BEDROCKHC AT SPRING MEADOWS, LLC",TN,1970-08,409.77
BEECH TREE HEALTH AND REHABILITATION,TN,1970-08,299.41
BELLS NURSING AND REHABILITATION CENTER,TN,1970-08,383.08
BETHANY CENTER FOR REHABILITATION AND HEALING LLC,TN,1970-08,692.75
BEVERLY PARK PLACE HEALTH AND REHAB,TN,1970-08,502.88
BLEDSOE COUNTY NURSING HOME,TN,1970-08,150.75
BRADLEY HEALTH CARE & REHAB,TN,1970-08,349.75
BRIARWOOD COMMUNITY LIVING CENTER,TN,1970-08,153.52
BRIGADIER GENERAL WENDELL H GILBERT TN STATE VETER,TN,1970-08,664.52
CAMDEN HEALTHCARE & REHAB CENTER,TN,1970-08,207
CELINA HEALTH AND REHABILITATION CENTER,TN,1970-08,176.77
CENTER ON AGING AND HEALTH,TN,1970-08,245.45
"CHRISTIAN CARE CENTER OF BOLIVAR, LLC",TN,1970-08,211.5
CHRISTIAN CARE CENTER OF MEDINA,TN,1970-08,221.5
CHRISTIAN CARE CENTER OF UNICOI COUNTY,TN,1970-08,205.75
CHURCH HILL POST-ACUTE AND REHABILITATION CENTER,TN,1970-08,369.76
CLAIBORNE AND HUGHES HLTH CNTR,TN,1970-08,317.03
CLAIBORNE CARE CENTER,TN,1970-08,290
CLAIBORNE HEALTH AND REHABILITATION CENTER,TN,1970-08,307.5
"COLLIERVILLE NURSING AND REHABILITATION, LLC",TN,1970-08,286.44
COMMUNITY CARE OF RUTHERFORD,TN,1970-08,390.33
COPPER BASIN HEALTH & REHABILITATION,TN,1970-08,127.72
CORDOVA WELLNESS AND REHABILITATION CENTER,TN,1970-08,597.25
COUNTRYSIDE POST-ACUTE AND REHABILITATION CENTER,TN,1970-08,381.43
CREEKSIDE CENTER FOR REHABILITATION AND HEALING,TN,1970-08,540
CREEKVIEW HEALTH AND REHABILITATION,TN,1970-08,212.19
CUMBERLAND VILLAGE CARE,TN,1970-08,501.72
DECATUR WELLNESS AND REHABILITATION CENTER,TN,1970-08,218.25
DICKSON HEALTH AND REHAB,TN,1970-08,173.05
DIVERSICARE OF MARTIN,TN,1970-08,295.67
DIVERSICARE OF OAK RIDGE,TN,1970-08,288.79
DONALSON CARE CENTER,TN,1970-08,332.76
DOVER CARE CENTER,TN,1970-08,163.5
DURHAM-HENSLEY HEALTH AND REHABILITATION,TN,1970-08,244.75
DYER NURSING AND REHABILITATION CENTER,TN,1970-08,376.36
DYERSBURG HEALTH AND REHABILITATION CENTER,TN,1970-08,290.25
ELK RIVER HEALTH & NURSING CENTER OF WINCHESTER,TN,1970-08,244.02
ELK RIVER HEALTH & REHABILITATION OF FAYETTEVILLE,TN,1970-08,180.38
"ELK RIVER HEALTH AND NURSING CENTER OF ARDMORE, LL",TN,1970-08,224.92
ERWIN HEALTH CARE CENTER,TN,1970-08,330.25
ETOWAH HEALTH CARE CENTER,TN,1970-08,261.96
FAIRPARK HEALTH AND REHABILITATION,TN,1970-08,164.07
FOOTHILLS TRANSITIONAL CARE AND REHABILITATION,TN,1970-08,368.69
FORT SANDERS TCU,TN,1970-08,96.5
FOUR OAKS HEALTH CARE CENTER,TN,1970-08,230.5
FRANKLIN WELLNESS AND REHABILITATION CENTER,TN,1970-08,176
GALLATIN  CENTER FOR REHABILITATION AND HEALING,TN,1970-08,735.07
GALLAWAY HEALTH AND REHAB,TN,1970-08,284.54
GENERATIONS CENTER OF SPENCER,TN,1970-08,305.5
GOOD SAMARITAN HEALTH AND REHAB CENTER,TN,1970-08,319.5
GOOD SAMARITAN SOCIETY - FAIRFIELD GLADE,TN,1970-08,215.75
GRACELAND REHABILITATION AND NURSING CARE CENTER,TN,1970-08,538.33
GREEN HILLS CENTER FOR REHABILITATION AND HEALING,TN,1970-08,505.75
GREYSTONE HEALTH CARE CENTER,TN,1970-08,320.75
HANCOCK MANOR NURSING HOME,TN,1970-08,129.99
HARBERT HILLS ACADEMY N H,TN,1970-08,187.75
HARDIN COUNTY NH,TN,1970-08,187.55
HARDIN HOME,TN,1970-08,112.92
HARTSVILLE CONVALESCENT CENTER,TN,1970-08,198.12
"HEALTH CENTER AT STANDIFER PLACE, THE",TN,1970-08,1465.39
HEARTLAND,TN,1970-08,218.86
HENDERSON HEALTH AND REHABILITATION CENTER,TN,1970-08,284
HENRY COUNTY HEALTHCARE CTR,TN,1970-08,286
"HERITAGE CENTER, THE",TN,1970-08,438.15
HERMITAGE HEALTH CENTER,TN,1970-08,192.87
HIGHLANDS HEALTH AND REHABILITATION CENTER,TN,1970-08,475
HILLCREST HEALTHCARE CENTER,TN,1970-08,188.25
HILLVIEW COMMUNITY LIVING CENTER,TN,1970-08,140.21
HILLVIEW HEALTH CENTER,TN,1970-08,305.76
HOLSTON HEALTH & REHABILITATION CENTER,TN,1970-08,280.75
HOLSTON REHABILITATION AND CARE CENTER,TN,1970-08,539.75
HUMPHREYS COUNTY CARE AND REHABILITATION,TN,1970-08,283.31
HUNTINGDON HEALTH & REHABILITATION CENTER,TN,1970-08,241.75
HUNTSVILLE POST-ACUTE AND REHABILITATION CENTER,TN,1970-08,231.8
ISLAND HOME PARK HEALTH AND REHAB,TN,1970-08,298.07
IVY HALL NURSING HOME,TN,1970-08,392.5
JEFFERSON CITY HEALTH AND REHAB CENTER,TN,1970-08,471.25
JEFFERSON COUNTY NURSING HOME,TN,1970-08,632.97
JEFFERSON PARK AT WHITE PINE,TN,1970-08,67
KIRBY PINES MANOR,TN,1970-08,47.85
KNOLLWOOD MANOR,TN,1970-08,98.4
"LAKEBRIDGE, A WATERS COMMUNITY, LLC",TN,1970-08,378.5
LAUDERDALE COMMUNITY LIVING CENTER,TN,1970-08,131.4
LAUGHLIN HEALTH CARE CENTER,TN,1970-08,144
LAURELBROOK NURSING HOME,TN,1970-08,195.5
LAURELWOOD HEALTHCARE CENTER,TN,1970-08,218.25
"LEBANON CENTER FOR REHABILITATION AND HEALING, LLC",TN,1970-08,232
LEGACY HEALTH AND REHAB,TN,1970-08,172.8
LIFE CARE CENTER OF ATHENS,TN,1970-08,330.62
LIFE CARE CENTER OF BLOUNT COUNTY,TN,1970-08,383.4
LIFE CARE CENTER OF BRUCETON-HOLLOW ROCK,TN,1970-08,245.3
LIFE CARE CENTER OF CENTERVILLE,TN,1970-08,258.29
LIFE CARE CENTER OF CLEVELAND,TN,1970-08,344.25
LIFE CARE CENTER OF COLLEGEDALE,TN,1970-08,380.21
LIFE CARE CENTER OF COLUMBIA,TN,1970-08,312.9
LIFE CARE CENTER OF CROSSVILLE,TN,1970-08,320.99
LIFE CARE CENTER OF EAST RIDGE,TN,1970-08,325.16
LIFE CARE CENTER OF ELIZABETHTON,TN,1970-08,295.09
LIFE CARE CENTER OF GRAY,TN,1970-08,237.02
LIFE CARE CENTER OF GREENEVILLE,TN,1970-08,296.74
LIFE CARE CENTER OF HICKORY WOODS,TN,1970-08,427.75
LIFE CARE CENTER OF HIXSON,TN,1970-08,342.51
LIFE CARE CENTER OF JEFFERSON CITY,TN,1970-08,330.67
LIFE CARE CENTER OF MORGAN COUNTY,TN,1970-08,244.44
LIFE CARE CENTER OF MORRISTOWN,TN,1970-08,295.76
LIFE CARE CENTER OF OLD HICKORY VILLAGE,TN,1970-08,332.53
LIFE CARE CENTER OF OOLTEWAH,TN,1970-08,411.57
LIFE CARE CENTER OF RED BANK,TN,1970-08,259.34
LIFE CARE CENTER OF RHEA COUNTY,TN,1970-08,244.04
LIFE CARE CENTER OF SPARTA,TN,1970-08,252.73
LIFE CARE CENTER OF TULLAHOMA,TN,1970-08,329.52
LYNCHBURG NURSING CENTER,TN,1970-08,269.03
MAGNOLIA CREEK NURSING AND REHABILITATION,TN,1970-08,308.92
MAGNOLIA HEALTHCARE AND REHABILITATION CENTER,TN,1970-08,334.45
MAJESTIC GARDENS AT MEMPHIS REHAB & SNC,TN,1970-08,525
MANCHESTER CENTER FOR REHABILITATION AND HEALING L,TN,1970-08,456.9
MAPLEWOOD HEALTH CARE CENTER,TN,1970-08,381
MCKENDREE VILLAGE,TN,1970-08,417.63
MEMPHIS JEWISH HOME,TN,1970-08,827.64
MIDTOWN CENTER FOR HEALTH AND REHABILITATION,TN,1970-08,672.4
MILLINGTON HEALTHCARE CENTER,TN,1970-08,270.4
MISSION CONVALESCENT HOME,TN,1970-08,133
MONROE HEALTH AND REHABILITATION CENTER,TN,1970-08,181.25
MOUNTAIN CITY CARE & REHABILITATION CENTER,TN,1970-08,240.75
MT PLEASANT HEALTHCARE AND REHABILITATION,TN,1970-08,209.57
NASHVILLE CENTER FOR REHABILITATION AND HEALING LL,TN,1970-08,545.9
NEWPORT TN OPCO LLC,TN,1970-08,259.18
"NHC HEALTHCARE, ATHENS",TN,1970-08,292
"NHC HEALTHCARE, CHATTANOOGA",TN,1970-08,645.25
"NHC HEALTHCARE, COLUMBIA",TN,1970-08,342
"NHC HEALTHCARE, COOKEVILLE",TN,1970-08,432.25
"NHC HEALTHCARE, DICKSON",TN,1970-08,729.5
"NHC HEALTHCARE, FARRAGUT",TN,1970-08,442.5
"NHC HEALTHCARE, FRANKLIN",TN,1970-08,223
"NHC HEALTHCARE, FT SANDERS",TN,1970-08,470
"NHC HEALTHCARE, HENDERSONVILLE",TN,1970-08,443
"NHC HEALTHCARE, JOHNSON CITY",TN,1970-08,655
"NHC HEALTHCARE, KINGSPORT",TN,1970-08,328
"NHC HEALTHCARE, KNOXVILLE",TN,1970-08,416.22
"NHC HEALTHCARE, LAWRENCEBURG",TN,1970-08,318.5
"NHC HEALTHCARE, LEWISBURG",TN,1970-08,238.5
"NHC HEALTHCARE, MCMINNVILLE",TN,1970-08,410.25
"NHC HEALTHCARE, MILAN",TN,1970-08,402
"NHC HEALTHCARE, MURFREESBORO",TN,1970-08,498.5
"NHC HEALTHCARE, OAK RIDGE",TN,1970-08,458
"NHC HEALTHCARE, OAKWOOD",TN,1970-08,225.58
"NHC HEALTHCARE, PULASKI",TN,1970-08,341.75
"NHC HEALTHCARE, SCOTT",TN,1970-08,199.75
"NHC HEALTHCARE, SEQUATCHIE",TN,1970-08,380.25
"NHC HEALTHCARE, SMITHVILLE",TN,1970-08,287.5
"NHC HEALTHCARE, SOMERVILLE",TN,1970-08,366.75
"NHC HEALTHCARE, SPARTA",TN,1970-08,350.25
"NHC HEALTHCARE, SPRINGFIELD",TN,1970-08,352
"NHC HEALTHCARE, TULLAHOMA",TN,1970-08,400.5
NHC PLACE AT COOL SPRINGS,TN,1970-08,357.58
NHC PLACE AT THE TRACE,TN,1970-08,332.75
NHC PLACE SUMNER,TN,1970-08,350.25
NHC-MAURY REGIONAL TRANSITIONAL CARE CENTER,TN,1970-08,431.75
OAKWOOD COMMUNITY LIVING CENTER,TN,1970-08,169.19
OBION COUNTY NURSING HOME,TN,1970-08,190.83
OCOEE TRANSITIONAL CARE CENTER LLC,TN,1970-08,308.25
ORCHARD VIEW POST-ACUTE AND REHABILITATION CENTER,TN,1970-08,292.82
OVERTON COUNTY HEALTH AND REHAB CENTER,TN,1970-08,335.25
PARK REST HARDIN COUNTY HEALTH CENTER,TN,1970-08,122.67
PARKWAY HEALTH AND REHABILITATION CENTER,TN,1970-08,362
"PAVILION-THS, LLC",TN,1970-08,215.19
PERRY COUNTY NURSING HOME,TN,1970-08,326.25
PICKETT CARE AND REHABILITATION CENTER,TN,1970-08,232.72
PINE MEADOWS HEALTH CARE,TN,1970-08,339.75
PRINCETON TRANSITIONAL CARE & ASSISTED LIVING,TN,1970-08,229
QUALITY CENTER FOR REHABILITATION AND HEALING LLC,TN,1970-08,1022.75
"QUINCE NURSING AND REHABILITATION CENTER, LLC",TN,1970-08,636.31
RAINBOW REHAB AND HEALTHCARE,TN,1970-08,345.25
RED BOILING SPRINGS TN OPCO LLC,TN,1970-08,177.48
REELFOOT MANOR HEALTH AND REHAB,TN,1970-08,161.92
REGIONAL ONE HEALTH SUBACUTE CARE,TN,1970-08,116.2
RENAISSANCE TERRACE,TN,1970-08,133.05
RIDGEVIEW TERRACE OF LIFE CARE,TN,1970-08,267.97
RIPLEY HEALTHCARE AND REHAB CENTER,TN,1970-08,181.5
RIVER GROVE HEALTH AND REHABILITATION,TN,1970-08,313.74
SENATOR BEN ATCHLEY STATE VETERANS' HOME,TN,1970-08,527.5
SEVIERVILLE HEALTH AND REHABILITATION CENTER,TN,1970-08,292.31
SHANNONDALE HEALTH CARE CENTER,TN,1970-08,419.15
SHANNONDALE OF MARYVILLE HEALTH CARE CENTER,TN,1970-08,226.87
SIGNATURE HEALTH OF PORTLAND REHAB & WELLNESS CENT,TN,1970-08,241
SIGNATURE HEALTHCARE OF CLARKSVILLE,TN,1970-08,378.23
SIGNATURE HEALTHCARE OF CLEVELAND,TN,1970-08,383.82
SIGNATURE HEALTHCARE OF ELIZABETHON REHAB & WELLNE,TN,1970-08,277.55
SIGNATURE HEALTHCARE OF ERIN,TN,1970-08,337.92
SIGNATURE HEALTHCARE OF FENTRESS COUNTY,TN,1970-08,305
SIGNATURE HEALTHCARE OF GREENEVILLE,TN,1970-08,376.3
SIGNATURE HEALTHCARE OF MEMPHIS,TN,1970-08,0
SIGNATURE HEALTHCARE OF MONTEAGLE REHAB & WELLNESS,TN,1970-08,244.82
SIGNATURE HEALTHCARE OF PRIMACY,TN,1970-08,389.62
SIGNATURE HEALTHCARE OF PUTNAM COUNTY,TN,1970-08,545.8
SIGNATURE HEALTHCARE OF RIDGELY REHAB&WELLNESS CTR,TN,1970-08,0
SIGNATURE HEALTHCARE OF ROCKWOOD REHAB & WELLNESS,TN,1970-08,325.75
SIGNATURE HEALTHCARE OF ROGERSVILLE,TN,1970-08,255.75
SIGNATURE HEALTHCARE OF SOUTH PITTSBURG REHAB & WE,TN,1970-08,287.42
SISKIN SUBACUTE WEST,TN,1970-08,187
SMITH COUNTY HEALTH AND REHABILITATION,TN,1970-08,288.39
SMOKY MOUNTAIN POST-ACUTE AND REHABILITATION CENTE,TN,1970-08,222.45
SMYRNA CARE CENTER,TN,1970-08,360.5
SODDY-DAISY HEALTH CARE CENTER,TN,1970-08,288.45
SOMERFIELD AT THE HERITAGE,TN,1970-08,278.79
SOUTHERN TENN MEDICAL CENTER SNF,TN,1970-08,128.5
SPRING CITY CARE AND REHABILITATION CENTER,TN,1970-08,276.75
SPRING GATE REHAB & HEALTHCARE CENTER,TN,1970-08,524.05
STANDING STONE CARE AND REHAB,TN,1970-08,300.52
STARR REGIONAL HEALTH & REHABILITATION,TN,1970-08,258.25
"STONES RIVER MANOR, INC",TN,1970-08,192.28
SUMMIT VIEW OF ROCKY TOP,TN,1970-08,189.16
TENNESSEE VETERANS HOME,TN,1970-08,495.15
TENNOVA LAFOLLETTE HEALTH AND REHAB CENTER,TN,1970-08,157.5
TENNOVA NEWPORT CONVALESCENT CENTER,TN,1970-08,155.75
THE HEALTH CENTER AT RICHLAND PLACE,TN,1970-08,416
THE KINGS DAUGHTERS AND SONS,TN,1970-08,459.91
THE MEADOWS,TN,1970-08,368.55
THE RESERVE AT SPRING HILL,TN,1970-08,266.25
THE SUITES AT JORDAN RIVER,TN,1970-08,357.72
THE VILLAGE AT GERMANTOWN,TN,1970-08,333.33
