PROVIDER_NAME,STATE,MONTH,NURSE_HOURS_TO_PATIENT_RATIO,OCCUPANCY_RATE_PCT
FOCUSED CARE AT WEBSTER,TX,1970-08,4.08,66.67
FOCUSED CARE AT WESTWOOD,TX,1970-08,2.59,72.80
FOCUSED CARE OF CENTER,TX,1970-08,2.86,75.00
FOCUSED CARE OF GILMER,TX,1970-08,2.5,50.00
FOCUSED CARE OF WAXAHACHIE,TX,1970-08,2.27,54.55
FOREST PARK NURSING & REHABILITATION,TX,1970-08,2.44,74.00
FORT BEND HEALTHCARE CENTER,TX,1970-08,3.13,76.79
FORT WORTH TRANSITIONAL CARE CENTER,TX,1970-08,2.81,59.56
FORT WORTH WELLNESS & REHABILITATION,TX,1970-08,2.63,81.73
FORTRESS NURSING AND REHABILITATION,TX,1970-08,3.28,51.67
FORUM PARKWAY HEALTH & REHABILITATION,TX,1970-08,3.14,67.63
FOUNDERS PLAZA NURSING & REHAB,TX,1970-08,3.03,73.58
FOX HOLLOW POST ACUTE,TX,1970-08,2.09,145.24
FRANK M TEJEDA TEXAS STATE VETERANS HOME,TX,1970-08,3.12,93.13
FRANKLIN HEIGHTS NURSING & REHABILITATION,TX,1970-08,2.75,70.45
FRANKLIN NURSING HOME,TX,1970-08,2.65,57.78
FREDERICKSBURG NURSING AND REHABILITATION LP,TX,1970-08,3.36,37.78
FRIENDSHIP HAVEN HEALTHCARE AND REHABILITATION CEN,TX,1970-08,3.16,82.00
FT WORTH SOUTHWEST NURSING CENTER,TX,1970-08,3.63,66.16
GAINESVILLE CONVALESCENT CENTER,TX,1970-08,3.21,42.86
GANADO NURSING AND REHABILITATION CENTER,TX,1970-08,2.76,54.95
GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,TX,1970-08,3.61,30.83
GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,TX,1970-08,4.09,31.67
GARDEN TERRACE HEALTHCARE CENTER,TX,1970-08,2.98,33.62
GARLAND NURSING AND REHABILITATION,TX,1970-08,3.52,61.47
GARNET HILL REHABILITATION AND SKILLED CARE,TX,1970-08,3.29,85.94
GARRISON NURSING HOME & REHABILITATION CENTER,TX,1970-08,4.33,94.62
GEORGIA MANOR NURSING HOME,TX,1970-08,2.08,56.58
GILMER NURSING AND REHABILITATION,TX,1970-08,3.19,61.29
GLEN ROSE NURSING AND REHAB CENTER,TX,1970-08,3.45,69.49
GLENVIEW WELLNESS & REHABILITATION,TX,1970-08,2.8,62.58
GOLDEN ACRES LIVING AND REHABILITATION CENTER,TX,1970-08,2.84,57.20
GOLDEN CREEK HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,3.06,72.80
GOLDEN ESTATES REHABILITATION CENTER,TX,1970-08,3.26,73.12
GOLDEN PALMS REHABILITATION AND RETIREMENT,TX,1970-08,4.85,65.00
GOLDEN VILLA,TX,1970-08,5.02,75.83
GOLDEN YEARS NURSING AND REHABILITATION CENTER,TX,1970-08,2.37,50.00
GOLDTHWAITE HEALTH & REHAB CENTER,TX,1970-08,2.82,55.32
GOOD SAMARITAN SOCIETY -- LAKE FOREST VILLAGE,TX,1970-08,3.39,71.67
GOOD SAMARITAN SOCIETY--WHITE ACRES,TX,1970-08,3.33,78.38
GOOD SAMARITAN SOCIETY-DENTON VILLAGE,TX,1970-08,4.12,73.86
GOODALL WITCHER NURSING FACILITY,TX,1970-08,5.13,65.00
GRACE CARE CENTER OF HENRIETTA,TX,1970-08,3.1,51.67
GRACE CARE CENTER OF NOCONA,TX,1970-08,2.61,42.70
GRACE CARE CENTER OF OLNEY,TX,1970-08,3.04,38.38
GRACE HILL NURSING CENTER,TX,1970-08,2.53,63.77
GRACE POINTE WELLNESS CENTER,TX,1970-08,3.74,38.46
GRACY WOODS II LIVING CENTER,TX,1970-08,2.97,83.64
GRACY WOODS NURSING CENTER,TX,1970-08,3.45,77.97
GRAHAM OAKS CARE CENTER,TX,1970-08,2.5,59.17
GRANBURY CARE CENTER,TX,1970-08,2.73,82.18
GRANBURY REHAB & NURSING,TX,1970-08,2.68,86.32
GRAND TERRACE REHABILITATION AND HEALTHCARE,TX,1970-08,3.08,74.19
GRANDVIEW NURSING AND REHABILITATION CENTER,TX,1970-08,4.11,115.63
GRANITE MESA HEALTH CENTER,TX,1970-08,2.77,68.55
GRAPEVINE MEDICAL LODGE,TX,1970-08,2.93,68.18
GREAT PLAINS NURSING AND REHABILITATION,TX,1970-08,2.92,32.50
GREEN OAKS NURSING & REHABILITATION,TX,1970-08,3.02,60.56
GREEN VALLEY HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,3.49,82.26
GREENBRIER HEALTH CARE CENTER,TX,1970-08,2.04,42.98
GREENBRIER NURSING & REHABILITATION CENTER OF PALE,TX,1970-08,2.37,39.17
GREENBRIER NURSING & REHABILITATION CENTER OF TYLE,TX,1970-08,3.13,54.17
GREENHILL VILLAS,TX,1970-08,2.73,50.00
GREENVIEW NURSING AND REHABILITATION,TX,1970-08,3.16,73.44
GREENVILLE GARDENS,TX,1970-08,1.89,81.55
GREENVILLE HEALTH & REHABILITATION CENTER,TX,1970-08,2.55,69.17
GROESBECK LTC PARTNERS,TX,1970-08,3.14,66.67
GROVETON NURSING HOME,TX,1970-08,3.57,63.83
GUADALUPE VALLEY NURSING CENTER,TX,1970-08,2.91,89.86
GULF POINTE PLAZA,TX,1970-08,3.18,63.33
GULF SHORES REHABILITATION & HEALTHCARE CENTER,TX,1970-08,2.92,52.08
HACIENDA OAKS AT BEEVILLE,TX,1970-08,2.45,70.30
HALLETTSVILLE NURSING AND REHABILITATION,TX,1970-08,3.06,68.07
HANSFORD COUNTY HOSPITAL DISTRICT DBA LAKERIDGE NU,TX,1970-08,2.76,70.00
HANSFORD MANOR,TX,1970-08,4.49,80.33
HARBOR LAKES NURSING AND REHABILITATION CENTER,TX,1970-08,4.23,50.70
HARBOR VALLEY HEALTH AND REHABILITATION,TX,1970-08,3.81,75.00
HARKER HEIGHTS NURSING & REHABILITATION,TX,1970-08,3.32,68.34
HARLINGEN NURSING AND REHABILITATION CENTER,TX,1970-08,3.08,98.33
HARMONEE HOUSE,TX,1970-08,3.69,68.57
HASKELL HEALTHCARE CENTER,TX,1970-08,2.9,51.47
HAVENCARE NURSING AND REHABILITATION CENTER LLC,TX,1970-08,2.97,67.59
HAYS NURSING AND REHABILITATION CENTER,TX,1970-08,3.3,74.14
HEARTHSTONE NURSING AND REHABILITATION,TX,1970-08,3.17,56.67
HEMPHILL CARE CENTER,TX,1970-08,4,35.96
HENDERSON HEALTH & REHABILITATION CENTER,TX,1970-08,4.14,49.13
HENDRICK SKILLED NURSING FACILITY,TX,1970-08,8.36,90.00
HEREFORD NURSING & REHABILITATION,TX,1970-08,3.21,40.00
HERITAGE AT LONGVIEW HEALTHCARE CENTER,TX,1970-08,2.85,36.43
HERITAGE AT TURNER PARK HEALTH & REHAB,TX,1970-08,4,53.42
HERITAGE CONVALESCENT CENTER,TX,1970-08,3.32,58.62
HERITAGE GARDENS REHABILITATION AND HEALTHCARE,TX,1970-08,3.42,46.00
HERITAGE HOUSE AT KELLER REHAB & NURSING,TX,1970-08,3.51,99.17
HERITAGE HOUSE AT PARIS REHAB & NURSING,TX,1970-08,4.06,87.78
HERITAGE HOUSE NURSING AND REHABILITATION,TX,1970-08,2.68,37.65
HERITAGE HOUSE OF MARSHALL HEALTH & REHABILITATION,TX,1970-08,2.96,49.60
HERITAGE NURSING & REHABILITATION,TX,1970-08,2.7,63.33
HERITAGE OAKS NURSING AND REHABILITATION CENTER,TX,1970-08,2.87,66.04
HERITAGE PARK OF KATY NURSING AND REHABILITATION,TX,1970-08,2.73,94.92
HERITAGE PARK REHABILITATION AND SKILLED NURSING C,TX,1970-08,2.65,94.92
HERITAGE PLACE OF DECATUR,TX,1970-08,2.7,65.00
HERITAGE PLAZA NURSING CENTER,TX,1970-08,2.5,47.37
HERITAGE TRAILS NURSING AND REHABILITATION CENTER,TX,1970-08,2.33,70.49
HEWITT NURSING AND REHABILITATION,TX,1970-08,4.14,53.57
HICO NURSING AND REHABILITATION,TX,1970-08,2.64,42.50
HIDALGO NURSING AND REHABILITATION CENTER,TX,1970-08,3.04,76.19
HIGH HOPE CARE CENTER OF BRENHAM,TX,1970-08,3.24,55.21
HIGHLAND MEADOWS HEALTH & REHAB,TX,1970-08,3.7,95.83
HIGHLAND NURSING CENTER,TX,1970-08,4.2,57.63
HIGHLAND PARK CARE CENTER,TX,1970-08,2.68,76.67
HIGHLAND PINES NURSING HOME,TX,1970-08,2.76,67.25
HILL COUNTRY NURSING AND REHAB,TX,1970-08,2.21,80.00
HILL COUNTRY REHAB AND NURSING CENTER,TX,1970-08,0,64.58
HILLSIDE HEIGHTS REHABILITATION SUITES,TX,1970-08,2.78,74.17
HILLSIDE MEDICAL LODGE,TX,1970-08,1.95,148.04
HILLTOP PARK REHABILITATION AND CARE CENTER,TX,1970-08,2.85,85.61
HILLTOP VILLAGE NURSING AND REHABILITATION,TX,1970-08,3.25,78.00
HILLVIEW NURSING & REHABILITATION,TX,1970-08,2.98,88.46
HOLIDAY HILL INC,TX,1970-08,3.52,53.70
HOLIDAY NURSING & REHABILITATION,TX,1970-08,4.33,22.63
HOLLAND LAKE REHABILITATION AND WELLNESS CENTER,TX,1970-08,3.17,75.00
HOLLY HALL,TX,1970-08,4.23,72.58
HOLLYMEAD,TX,1970-08,3.52,83.93
HOMEPLACE MANOR,TX,1970-08,2.36,40.00
HOMESTEAD NURSING AND REHABILITATION OF BAIRD,TX,1970-08,3.29,40.54
HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO,TX,1970-08,2.95,52.94
HOMESTEAD NURSING AND REHABILITATION OF ITASCA,TX,1970-08,2.85,60.98
HONEY GROVE NURSING CENTER,TX,1970-08,3.12,44.12
HOUSTON COUNTY NURSING HOME,TX,1970-08,2.31,38.89
HOUSTON TRANSITIONAL CARE,TX,1970-08,3.52,92.86
HUEBNER CREEK HEALTH & REHABILITATION CENTER,TX,1970-08,3.24,43.15
HUNTERS POND REHABILITATION AND HEALTHCARE,TX,1970-08,3.43,87.50
HUNTINGTON HEALTH CARE & REHABILITATION CENTER,TX,1970-08,3.54,62.50
HUNTSVILLE HEALTH CARE CENTER,TX,1970-08,2.87,58.70
HURST PLAZA NURSING & REHAB,TX,1970-08,3.15,66.98
"IGNITE MEDICAL RESORT FORT WORTH, LLC",TX,1970-08,4.45,72.86
"IGNITE MEDICAL RESORT KATY, LLC",TX,1970-08,5.98,58.57
"IGNITE MEDICAL RESORT ROUND ROCK, LLC",TX,1970-08,3.97,95.71
"IGNITE MEDICAL RESORT SAN ANTONIO, LLC",TX,1970-08,4.31,94.29
"IGNITE MEDICAL RESORT WEBSTER, LLC",TX,1970-08,4.4,100.00
IMMANUEL'S HEALTHCARE,TX,1970-08,3.26,64.29
INSPIRATION HILLS REHABILITATION CENTER,TX,1970-08,3.18,51.49
INTERLOCHEN HEALTH AND REHABILITATION CENTER,TX,1970-08,3.34,67.21
IRVING NURSING AND REHABILITATION,TX,1970-08,2.89,37.50
JACKSONVILLE HEALTHCARE CENTER,TX,1970-08,2.82,73.58
JAMES L WEST CENTER FOR DEMENTIA CARE,TX,1970-08,5.13,82.14
JEFFERSON NURSING AND REHABILITATION CENTER,TX,1970-08,3.8,80.83
JEFFREY PLACE HEALTHCARE CENTER,TX,1970-08,3.3,86.32
JOHN PAUL II NURSING HOME,TX,1970-08,3.58,59.02
JUNIPER VILLAGE AT LINCOLN HEIGHTS,TX,1970-08,5.13,67.39
JUNIPER VILLAGE AT SPICEWOOD SUMMIT,TX,1970-08,4.18,63.04
KAUFMAN HEALTHCARE CENTER,TX,1970-08,2.72,35.65
KEENELAND NURSING AND REHABILITATION,TX,1970-08,4.2,44.44
KELLER OAKS HEALTHCARE CENTER,TX,1970-08,2.94,83.56
KEMP CARE CENTER,TX,1970-08,3.27,49.19
KENDALL HOUSE WELLNESS & REHABILITATION,TX,1970-08,3.8,80.00
KENEDY HEALTH & REHABILITATION,TX,1970-08,3.09,76.67
KENNEDY HEALTH & REHAB,TX,1970-08,2.83,47.59
KENT COUNTY NURSING HOME,TX,1970-08,3.44,63.33
KERENS CARE CENTER,TX,1970-08,3.15,55.22
KILLEEN NURSING & REHABILITATION,TX,1970-08,3.24,75.83
KINGSLAND HILLS CARE CENTER,TX,1970-08,3.7,58.20
KINGSVILLE NURSING AND REHABILITATION CENTER,TX,1970-08,3.22,66.67
KIRKLAND COURT HEALTH AND REHABILITATION CENTER,TX,1970-08,2.76,54.08
KIRKWOOD MANOR,TX,1970-08,2.51,77.16
KNOPP HEALTHCARE AND REHAB CENTER INC,TX,1970-08,3.26,37.82
KNOPP NURSING & REHAB CENTER INC,TX,1970-08,2.51,73.33
KPC PROMISE SKILLED NURSING FACILITY OF WICHITA FA,TX,1970-08,3.71,51.39
KRUSE VILLAGE SENIOR LIVING COMMUNITY,TX,1970-08,3.48,86.15
LA BAHIA NURSING AND REHABILITATION,TX,1970-08,2.59,44.44
LA DORA NURSING AND REHABILITATION CENTER,TX,1970-08,2.94,95.16
LA HACIENDA DE PAZ REHABILITATION AND CARE CENTER,TX,1970-08,2.84,82.69
LA PALOMA NURSING CENTER,TX,1970-08,3.08,48.89
LA VIDA SERENA NURSING AND REHABILITATION,TX,1970-08,2.84,55.00
LAKE JACKSON HEALTHCARE CENTER,TX,1970-08,3.4,33.33
LAKE LODGE NURSING & REHABILITATION,TX,1970-08,3.92,52.14
LAKE VILLAGE NURSING AND REHABILITATION CENTER,TX,1970-08,3.08,67.86
LAKESHORE VILLAGE NURSING AND REHABILITATION,TX,1970-08,3.02,77.48
LAKESIDE HEALTH AND WELLNESS,TX,1970-08,3.63,45.97
LAKESIDE NURSING AND REHABILITATION CENTER,TX,1970-08,3.42,88.14
LAKESIDE REHABILITATION AND CARE CENTER,TX,1970-08,3.15,61.29
LAKEVIEW REHABILITATION & HEALTHCARE CENTER,TX,1970-08,2.97,76.67
LAKEWEST REHABILITATION AND SKILLED CARE,TX,1970-08,2.56,79.66
LAMPASAS NURSING AND REHABILITATION CENTER,TX,1970-08,2.81,51.47
LAMPSTAND NURSING AND REHABILITATION,TX,1970-08,3.42,60.00
LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME,TX,1970-08,4.09,88.13
LANCASTER LTC PARTNERS INC,TX,1970-08,2.73,40.83
LANDMARK OF AMARILLO REHABILITATION AND NURSING CE,TX,1970-08,3.35,74.75
LANDMARK OF PLANO REHABILITATION AND NURSING CENTE,TX,1970-08,3.69,31.88
LAREDO MEDICAL CENTER,TX,1970-08,6.54,72.22
LAREDO NURSING AND REHABILITATION CENTER,TX,1970-08,2.94,76.67
LAREDO SOUTH NURSING AND REHABILITATION CENTER,TX,1970-08,3.65,58.93
LAREDO WEST NURSING AND REHABILITATION CENTER,TX,1970-08,3.51,62.23
LARKSPUR,TX,1970-08,3.45,70.00
LAS ALTURAS DE PENITAS,TX,1970-08,4.81,46.15
LAS ALTURAS NURSING & TRANSITIONAL CARE,TX,1970-08,3.21,87.68
LAS BRISAS REHABILITATION AND WELLNESS SUITES,TX,1970-08,3.66,52.34
LAS COLINAS OF WESTOVER,TX,1970-08,3.25,77.86
LAS PALMAS,TX,1970-08,3.37,76.67
LAS VENTANAS DE SOCORRO,TX,1970-08,3.13,64.29
LAUREL COURT,TX,1970-08,2.93,68.80
LAWRENCE STREET HEALTH CARE CENTER,TX,1970-08,3.73,45.33
LBJ MEDICAL CENTER,TX,1970-08,3.18,56.67
LE REVE REHABILITATION & MEMORY CARE,TX,1970-08,2.93,55.56
LEGACIES NURSING AND REHABILITATION,TX,1970-08,4.14,98.89
LEGACY AT JACKSONVILLE,TX,1970-08,3.28,73.27
LEGACY AT TOWN CREEK,TX,1970-08,4.29,64.82
LEGACY NURSING AND REHABILITATION,TX,1970-08,3.24,87.18
LEGACY NURSING AND REHABILITATION,TX,1970-08,3.18,67.31
LEGACY REHABILITATION AND LIVING,TX,1970-08,3.28,68.00
LEGACY WEST REHABILITATION AND HEALTHCARE,TX,1970-08,4.77,45.27
LEGEND HEALTHCARE AND REHABILITATION - GREENVILLE,TX,1970-08,2.85,84.92
LEGEND HEALTHCARE AND REHABILITATION - PARIS,TX,1970-08,3.05,61.67
LEGEND OAKS HEALTHCARE AND REHABILITATION - ENNIS,TX,1970-08,3.19,55.65
LEGEND OAKS HEALTHCARE AND REHABILITATION - FORT,TX,1970-08,3.5,74.24
LEGEND OAKS HEALTHCARE AND REHABILITATION - NEW BR,TX,1970-08,3.9,81.75
LEGEND OAKS HEALTHCARE AND REHABILITATION - NORTH,TX,1970-08,3.05,87.90
LEGEND OAKS HEALTHCARE AND REHABILITATION - WAXAHA,TX,1970-08,2.93,80.99
LEGEND OAKS HEALTHCARE AND REHABILITATION - WEST S,TX,1970-08,3.46,82.26
LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -,TX,1970-08,3.31,72.80
LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -,TX,1970-08,3.72,88.10
LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER G,TX,1970-08,3.06,70.00
LEGEND OAKS HEALTHCARE AND REHABILITATION GARLAND,TX,1970-08,3.3,59.85
LEGEND OAKS HEALTHCARE AND REHABILITATION-KYLE,TX,1970-08,3.18,84.92
LEVELLAND NURSING & REHABILITATION CENTER,TX,1970-08,3,58.62
LEXINGTON MEDICAL LODGE,TX,1970-08,3,89.06
LIBERTY HEALTH CARE CENTER,TX,1970-08,4.42,60.17
LIFE CARE CENTER OF HALTOM,TX,1970-08,3.95,53.54
LIFE CARE CENTER OF PLANO,TX,1970-08,4.55,55.00
LILY SPRINGS  REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,2.99,56.03
LINDALE SPECIALTY CARE CENTER,TX,1970-08,3.48,111.54
LINDAN PARK CARE CENTER LP,TX,1970-08,3.47,50.72
LIVE OAK NURSING AND REHABILITATION CENTER,TX,1970-08,2.68,82.29
LLANO NURSING AND REHABILITATION CENTER,TX,1970-08,2.2,30.21
LONE STAR RANCH REHABILITATION AND HEALTHCARE CENT,TX,1970-08,2.59,54.11
LONGHORN VILLAGE,TX,1970-08,6.49,41.67
LONGMEADOW HEALTHCARE CENTER,TX,1970-08,2.17,86.67
LONGVIEW HILL NURSING AND REHABILITATION CENTER,TX,1970-08,3.18,58.08
LOS ARCOS DEL NORTE CARE CENTER,TX,1970-08,3.3,54.84
LUBBOCK HEALTH CARE CENTER,TX,1970-08,2.98,60.00
LUBBOCK HOSPITALITY NURSING AND REHABILITATION CEN,TX,1970-08,3.35,63.25
LULING CARE CENTER,TX,1970-08,1.95,89.29
LYNWOOD NURSING AND REHABILITATION LP,TX,1970-08,3.16,53.33
MABANK NURSING CENTER,TX,1970-08,3.09,93.33
MABEE HEALTH CARE CENTER,TX,1970-08,4.57,26.28
MADISON MEDICAL RESORT,TX,1970-08,3.61,94.35
MAGNOLIA LIVING AND REHABILITATION,TX,1970-08,2.49,84.44
MAGNOLIA MANOR,TX,1970-08,3.75,84.09
MAGNOLIA PLACE,TX,1970-08,4.46,78.45
MAGNOLIA PLACE HEALTH CARE LLP,TX,1970-08,3.06,61.86
MANSFIELD MEDICAL LODGE,TX,1970-08,3.87,73.73
MANSFIELD NURSING & REHABILITATION CENTER,TX,1970-08,3.07,52.76
MARBRIDGE VILLA,TX,1970-08,4.95,89.13
MARINE CREEK NURSING AND REHABILITATION,TX,1970-08,3.52,77.65
MARSHALL MANOR NURSING & REHABILITATION CENTER,TX,1970-08,4.46,51.96
MARSHALL MANOR WEST,TX,1970-08,4.31,49.15
MASON CREEK TRANSITIONAL CARE OF KATY,TX,1970-08,3.59,72.00
MATADOR HEALTH AND REHABILITATION CENTER,TX,1970-08,2.35,72.00
MATAGORDA HOUSE HEALTHCARE CENTER,TX,1970-08,3.94,64.17
MATAGORDA NURSING & REHABILITATION CENTER,TX,1970-08,3.36,49.00
MATLOCK PLACE HEALTH & REHABILITATION CENTER,TX,1970-08,3.21,66.89
MAVERICK NURSING AND REHABILITATION CENTER,TX,1970-08,3.37,78.95
MCALLEN NURSING CENTER,TX,1970-08,4.62,49.18
MCALLEN TRANSITIONAL CARE CENTER,TX,1970-08,3.46,85.00
MCCAMEY CONVALESCENT CENTER,TX,1970-08,4.56,90.00
MCCULLOUGH HALL NURSING CENTER INC,TX,1970-08,4.74,43.14
MCKINNEY HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,3.43,64.00
MCLEAN CARE CENTER,TX,1970-08,3.33,37.50
MEADOW CREEK NURSING AND REHABILITATION,TX,1970-08,2.97,87.30
MEADOW LAKE HEALTH CENTER,TX,1970-08,5.28,110.00
MEADOWBROOK CARE CENTER,TX,1970-08,3.17,56.67
MEDINA VALLEY HEALTH & REHABILITATION CENTER,TX,1970-08,2.59,78.45
MEMEMORIAL CITY NURSING AND REHABILITATION CENTER,TX,1970-08,3.57,66.31
MEMORIAL HEALTH CARE CENTER,TX,1970-08,2.99,50.00
MEMORIAL MEDICAL NURSING CENTER,TX,1970-08,2.4,74.07
MEMORIAL NURSING AND REHABILITATION CENTER,TX,1970-08,5.91,68.09
MEMPHIS CONVALESCENT CENTER,TX,1970-08,3.17,31.94
MENARD MANOR,TX,1970-08,3.88,95.00
MERIDIAN CARE,TX,1970-08,3.91,74.17
MERIDIAN CARE MONTE VISTA,TX,1970-08,3.48,55.66
MERIDIAN CARE OF ALICE,TX,1970-08,3.39,63.68
MERIDIAN CARE OF HEBBRONVILLE,TX,1970-08,3.55,60.00
MERKEL NURSING CENTER,TX,1970-08,3.16,47.69
MESA HILLS POST ACUTE,TX,1970-08,3.49,52.41
MESA SPRINGS HEALTHCARE CENTER,TX,1970-08,2.75,73.03
MESA VIEW SENIOR LIVING,TX,1970-08,6.02,93.75
MESA VISTA INN HEALTH CENTER,TX,1970-08,3.45,66.67
MESQUITE TREE NURSING CENTER,TX,1970-08,3.4,54.55
METHODIST TRANSITIONAL CARE CENTER-DESOTO LLC,TX,1970-08,4.96,75.00
MEXIA LTC NURSING AND REHABILITATION,TX,1970-08,3.53,69.70
MI CASITA NURSING AND REHABILITATION CENTER,TX,1970-08,3.26,48.42
MID VALLEY NURSING & REHABILITATION,TX,1970-08,3.29,74.80
MIDLAND MEDICAL LODGE,TX,1970-08,3.98,101.00
MIDLOTHIAN HEALTHCARE CENTER,TX,1970-08,4.03,60.83
MIDTOWNE MEADOWS HEALTH AND REHAB,TX,1970-08,4.67,55.37
MIDWESTERN HEALTHCARE CENTER,TX,1970-08,3.51,52.89
MILL CREEK,TX,1970-08,2.42,80.88
MILLBROOK HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,2.84,56.45
MINEOLA HEIGHTS HEALTHCARE CENTRE,TX,1970-08,2.41,56.10
MINERAL WELLS NURSING & REHABILITATION,TX,1970-08,2.71,77.06
MIRA VISTA COURT,TX,1970-08,3.18,71.13
MIRADOR,TX,1970-08,3.72,82.93
MISSION NURSING & REHABILITATION CENTER,TX,1970-08,3.42,54.71
MISSION RIDGE REHAB & NURSING CENTER,TX,1970-08,2.25,57.78
MISSION VALLEY NURSING AND TRANSITIONAL CARE,TX,1970-08,3.79,97.50
MISTY WILLOW HEALTHCARE AND REHABILITATION CENTER,TX,1970-08,3.34,79.84
MITCHELL COUNTY NURSING AND REHABILITATION CENTER,TX,1970-08,2.79,74.07
MONAHANS MANAGED CARE CENTER,TX,1970-08,3.64,50.00
MONT BELVIEU REHABILITATION & HEALTHCARE CENTER,TX,1970-08,3.59,80.65
MONUMENT REHABILITATION AND NURSING CENTER,TX,1970-08,3.43,47.12
MORADA TEMPLE,TX,1970-08,4.9,65.00
MORNINGSIDE MANOR,TX,1970-08,3.28,49.66
MOUNTAIN VIEW HEALTH & REHABILITATION,TX,1970-08,3.52,64.71
MOUNTAIN VILLA NURSING CENTER,TX,1970-08,3.38,89.58
MRC CREEKSIDE,TX,1970-08,5.28,75.76
MRC THE CROSSINGS,TX,1970-08,4.46,87.50
MULBERRY MANOR,TX,1970-08,3.01,78.43
MULLICAN CARE CENTER,TX,1970-08,3.33,33.93
MUNDAY NURSING CENTER,TX,1970-08,3.18,72.13
MYSTIC PARK NURSING & REHABILITATION CENTER,TX,1970-08,3.33,87.40
NAVASOTA NURSING & REHABILITATION,TX,1970-08,3.48,36.63
NAZARETH LIVING CARE CENTER,TX,1970-08,3.81,83.78
NESBIT LIVING & RECOVERY CENTER,TX,1970-08,2.77,56.72
NEW HOPE MANOR,TX,1970-08,3.11,79.82
NORMANDY TERRACE NURSING & REHABILITATION CENTER,TX,1970-08,2.77,28.75
NORTH HOUSTON TRANSITIONAL CARE,TX,1970-08,3.68,95.71
NORTH PARK HEALTH AND REHABILITATION CENTER,TX,1970-08,3.46,59.29
NORTH POINTE NURSING AND REHABILITATION,TX,1970-08,2.87,46.03
NORTH STAR RANCH REHABILITATION AND HEALTH CARE CE,TX,1970-08,3.18,90.74
NORTHEAST REHABILITATION AND HEALTHCARE CENTER,TX,1970-08,3.15,70.00
NORTHERN OAKS LIVING & REHABILITATION CENTER,TX,1970-08,3.2,79.17
NORTHGATE HEALTH AND REHABILITATION CENTER,TX,1970-08,3.26,47.50
NORTHGATE PLAZA,TX,1970-08,2.33,56.67
NORTHWEST HEALTH AND REHABILITATION CENTER,TX,1970-08,3.13,68.92
OAK BEND MEDICAL CENTER,TX,1970-08,0.95,333.33
OAK BROOK HEALTH CARE CENTER,TX,1970-08,3.17,75.00
OAK GROVE NURSING HOME,TX,1970-08,3.78,62.50
OAK MANOR NURSING CENTER,TX,1970-08,3.2,57.14
OAK MANOR OF COMMERCE NURSING AND REHABILITATION,TX,1970-08,2.8,40.52
OAK PARK NURSING AND REHABILITATION CENTER,TX,1970-08,2.81,71.76
OAK RIDGE MANOR,TX,1970-08,2.53,55.26
OAK VILLAGE HEALTHCARE,TX,1970-08,3.34,62.16
OAKCREST NURSING AND REHABILITATION CENTER,TX,1970-08,2.45,104.48
OAKLAND MANOR NURSING CENTER,TX,1970-08,2.82,54.90
OAKMONT GUEST CARE CENTER,TX,1970-08,3.14,68.32
OAKMONT HEALTHCARE AND REHABILITATION CENTER OF HU,TX,1970-08,3.71,42.54
OAKMONT HEALTHCARE AND REHABILITATION CENTER OF KA,TX,1970-08,3.64,54.62
OAKS NURSING CENTER,TX,1970-08,4.8,48.21
OAKWOOD MANOR NURSING HOME,TX,1970-08,2.66,83.00
OASIS AT GALLERIA LLC,TX,1970-08,1.58,63.39
OASIS AT PEARLAND,TX,1970-08,2.79,77.54
OASIS NURSING & REHABILITATION CENTER,TX,1970-08,3.33,67.69
ONION CREEK NURSING AND REHABILITATION CENTER,TX,1970-08,2.86,97.60
ORCHARD PARK POST ACUTE NURSING AND REHABILITATION,TX,1970-08,2.26,54.17
OVERTON HEALTHCARE CENTER,TX,1970-08,2.62,43.00
PALESTINE HEALTHCARE CENTER,TX,1970-08,3.86,30.39
PALMA REAL,TX,1970-08,2.87,64.44
PALO DURO NURSING HOME,TX,1970-08,3.19,56.06
PALO PINTO NURSING CENTER,TX,1970-08,3.21,66.98
PALOMINO PLACE,TX,1970-08,3.15,85.83
PAMPA NURSING CENTER,TX,1970-08,3.79,32.95
PANOLA COUNTY NURSING & REHABILITATION,TX,1970-08,2.62,51.85
PARADIGM AT FAITH MEMORIAL,TX,1970-08,2.47,86.61
PARADIGM AT FIRST COLONY,TX,1970-08,3.84,74.67
PARADIGM AT KOUNTZE,TX,1970-08,2.88,78.33
PARADIGM AT STEVENS,TX,1970-08,2.75,48.11
PARADIGM AT SWEENY,TX,1970-08,2.85,71.28
PARADIGM AT THE BRAZOS,TX,1970-08,3.26,66.07
